,Q,A
2582,앞으로 뭐하고 살지,뭐하고 살지
2583,앞으로 조심해야겠다.,조심조심
2584,애기가 밥을 안 먹어,애기가 밥을 너무 안 먹어
2585,애니 좋아하는 남자 별로임?,애니 좋아하는 남자 별로임?
2586,애니 좋아하는 사람 별로야?,애니 좋아하는 사람 별로야?
2587,애들 총회에 왜 나를 오라고 하냐,애들 총회 가야겠죠?
2588,애들이 썸 타냐고 물어봐,사람들이 썸 타냐고 물어봐
2589,애매모호한 썸 그냥 끝낼까?,애매모호한 썸 그냥 끝낼까?
2590,애매한 관계같아.,관계가 애매해
2591,애버랜드 가고 싶어,놀이동산 가고 싶어
2592,애완동물 키우고 싶은데 아빠가 못 키우게 해,애완동물 키우고 싶은데 아빠가 키우지 말래
2593,애정운 궁금하다,갑자기 올 해 애정운이 궁금하다
2594,애프터까지 왔는데 연락이 뜸해.,애프터까지 왔는데 연락이 뜸해.
2595,야경 보고 싶다,야경 보러 가고 싶다
2596,야구장 고고,야구장이나 갈까
2597,야근할 줄 모르고 약속 잡았어,약속 있는데 야근이네
2598,야식 먹고 싶어.엉엉,야식 먹을까 말까
2599,약 먹었더니 졸려,약 기운에 졸음이 몰려왔어
2600,약 챙겨 먹어야지,약 먹고 나아야지
2601,약간 나혼자 썸타는 듯.,약간 나혼자 썸타는 듯.
2602,약속 끝나고 짝남에게 집에 데려달라고하면 오해하려나?,짝남에게 집에 데려달라고하면 쫌 그런가?
2603,약속 끝나고 짝녀를 집에 데려다주면 너무 티나려나?,짝녀를 집에 데려다주면 너무 티나려나?
2604,약속을 계속 미루는 썸남,썸이라고 생각했는데 약속을 계속 미루니까 속상하다
2605,양궁카페 갔다옴,양궁카페 갔다옴
2606,양말 구멍 난거 지금 봄,양말 구멍 났다
2607,양배추즙 최악,양배추즙 맛없어
2608,양심이 콕콕,양심에 찔려
2609,양초 선물 받았어,양키캔들 선물받았어
2610,어둠아 끝나라,어둠의끝
2611,어둠에서 나와야 할 듯,이제 어둠에서 나오려고 해
2612,어디서 맛난 냄새가 나는데,맛있는 냄새나
2613,어디서부터 잘못된 걸까,뭐가 잘못된 걸까
2614,어딘가 떠나고 싶다.,놀러가고싶다!
2615,어떡해야 될가?,어떻게 맘정리를 할까?
2616,어떤 남자애가 나 내일 뭐하냐는데 뭐라하지?,나 내일 뭐하냐는데 뭐라하지?
2617,어떤 남자애가 내일 뭐하냐는데 나한테 관심있나?,내일 뭐하냐는데 나한테 관심있나?
2618,어떤 사람 꿈 꾸고 나서 호감 생겼어.,꿈에 나오고 나서 호감 생겼어.
2619,어떤 사람 만나야해?,어떤 사람 만나면 좋을까?
2620,어떤 사람을 만나는 게 좋을까?,어떤 사람을 만나는 게 좋을까?
2621,어떤 사람이 춥다고 나만 옷 벗어줌.,어떤 사람이 춥다고 나만 웃옷 벗어줌.
2622,어떤 사람이랑 사랑하고 싶어?,어떤 사람이랑 사랑하면 행복할까?
2623,어떤 여자가 나한테 끼 부려,어떤 여자가 나한테 끼 부려
2624,어떤 연애 하고 싶어?,어떤 연애 하고 싶어?
2625,어떨때 사랑하는구나 알아?,어떨때 사랑하는구나 알아?
2626,어떨때 연인이 변했다고 생각해?,어떨때 연인이 변했다고 생각해?
2627,어떻게 서류에서부터 계속 떨어져,나 서류에서 광탈했어
2628,어떻게 심쿵하게 하지?,심쿵하게 하려면 어떻해야 하지?
2629,어떻게 여러 명을 좋아할 수 있어?,여러 명을 다 좋아한다는거 이상해?
2630,어떻게 오래만나지?,오래 만나고 싶은데 비결은?
2631,어떻게 용기를 내,용기를 내야 되는데
2632,어떻게 프로포즈 하지?,프로포즈 잘 하는 방법?
2633,어떻게 하면 나를 좋아하게 만들지,나 좋아하게 만들고 싶다
2634,어떻게 하면 좋을까.,어떻게!
2635,어떻게 하면 호감형이 될까,사람의 마음을 얻는게 어려워
2636,어떻게 해야 오래 만날 수 있을까?,어떻게 해야 오래 만날 수 있을까?
2637,어떻게 해야 하는 거니,어떻해야 할까
2638,어떻게해 늦잠 잤어,오늘 또 늦잠잤어
2639,어려 보이고 싶어,어려지고 싶어
2640,어른이 된다는 건 뭘까,어른이 된다는 것
2641,어린 시절로 돌아가고 싶어,어렸을때로 돌아가고 싶어
2642,어린이집 입학식 가야겠지,어린이집 입학식 꼭 참석해야하나?
2643,어릴땐 누군가를 참 쉽게 좋아했는데 지금은 어려워.,어릴땐 누군가를 참 쉽게 좋아했는데 지금은 어려워.
2644,어이가 없네,어이상실
2645,어이가 없어서,어이없어
2646,어장관리 당한 걸 알게 됐어.,어장관리 당한 걸 알게 됐어.
2647,어장이면 어떡해,어장이면 슬플 거 같아
2648,어장인거 알게 됐는데 포기해야겠지.,어장인거 알게 됐는데 포기해야겠지.
2649,어장인거 알겠는데 포기가 안돼.,어장인거 아는데도 좋아해.
2650,어장인건가,어장인건가
2651,어제 동창회 갔는데 나 걔랑 썸 타는 것 같애.,동창회 갔다가 만난 애랑 썸 타는 것 같애.
2652,어제 밤 샜어,밤 샜어
2653,어제 새벽에 이별했어.,어제 이별을 했습니다
2654,어제 술마시고 나서 기억 안나,술 먹고 필름 끊겼어
2655,어제 짝남이랑 꿈에서 놀았는데 다시 꾸고 싶다.,어제 짝남이랑 꿈에서 놀았는데 다시 꾸고 싶다.
2656,어제 짝남이랑 놀았는데 꿈같다.,어제 짝남이랑 놀았는데 꿈같다.
2657,어제 짝남한테 너무 차갑게 말한 것 같아.,어제 짝남한테 너무 차갑게 말한 것 같아.
2658,어제 짝녀랑 데이트했는데 꿈만 같습니다.,짝사랑만 하다가 어제 드디어 데이트했는데 꿈만 같습니다.
2659,어제 짝녀한테 너무 차갑게 말한 듯.,어제 짝녀한테 너무 차갑게 말한 듯.
2660,어제 헤어지자했어.,어제 결국 이별
2661,어째야 할까,어찌해야 할까
2662,어플로 만난 남자친구 계속 만나는게 맞는걸까?,어플로 만난 남자친구 계속 만날까?
2663,어플로 만난 여자친구 계속 연애하는게 맞는걸까?,어플로 만난 여자친구 계속 만나도 될까?
2664,언니가 있으면 뭐가 좋아?,자매가 있으면 좋은 점?
2665,언니랑 전쟁 중,언니랑 다퉜어
2666,언제 다 고쳐,잘못 쓴 거 엄청 많아
2667,언제 사랑 받는구나 느껴?,언제 사랑 받는구나하고 느껴?
2668,언제까지 내가 선톡을 해야할까.,언제까지 내가 먼저 카톡 해야 할까.
2669,언젠가 자기 복제가 될까,자기 복제가 될까
2670,언젠가는 나를 좋아해 주는 사람 있겠지?,나 좋아해주는 사람 있겠지?
2671,얼굴 너무 까매졌어.,얼굴 너무 탔다
2672,얼굴 보니까 떨리더라,오랜만에 보니까 떨리더라
2673,얼굴 작은 거 부러워,얼굴 엄청 작은 거 부러워
2674,얼굴 평가해 달래,얼평해달라는 사람 어떻게 생각해?
2675,얼굴만 아는 민망한 사이가 있어,아예 모르는 것도 아니고 얼굴만 아는 민망한 사이가 있어
2676,얼른 아아야 할텐데,건강 빨리 회복해야지
2677,얼마나 행복해질려고 이렇게 힘들지,내년에는 더 행복해질려고 이렇게 힘든가봅니다
2678,얼어 죽는 줄,얼어죽는 줄 알았어
2679,얼집 방학이래,어린이집 방학이래
2680,엄마 기대 때문에 부담돼,엄마가 나한테 기대가 너무 큰 거 같아서 부담스러워
2681,엄마 말씀 잘 들을걸,엄마 말씀 안 들은거 후회돼
2682,엄마 미안해,엄마한테 미안해
2683,엄마 밥 생각나,엄마 밥 먹고 싶다
2684,엄마 보고싶다,엄마는 뭐하나
2685,엄마 생각난다,엄마 보고 싶다
2686,엄마 힘들게 했어,엄마가 나 때문에 힘든 거 같아
2687,엄마가 나만 시켜,엄마가 나만 시켜
2688,엄마가 동생한테만 잘해줘.,엄마가 동생이랑 차별해
2689,엄마가 선 보라고 하시는데,부모님이 선 보래
2690,엄마가 안 왔으면 좋겠어,학부모 총회에 엄마가 안 왔으면 좋겠어
2691,엄마가 언니랑 나랑 차별해,엄마가 언니랑 차별해
2692,엄마라고 자식방에 막 들어오면 안돼지,엄마가 내 방에 막 들어와
2693,엄마랑 둘이 여행가,엄마랑 여행 안 가봤는데
2694,엄마아빠 노후가 걱정돼,부모님 노후가 걱정돼
2695,엄마한테 또 화냈어,엄마한테 막말했어
2696,엄마한테 손 좀 벌려야겠다 ,용돈 달라고 졸라볼까?
2697,엄마한테 혼났어,엄마랑 싸웠어
2698,엄청 로맨틱해,엄청 로맨틱해
2699,엄청 오래 만났어,이렇게 오래 만날 줄 몰랐는데
2700,업데이트가 너무 오래 걸려,업데이트가 엄청 느려
2701,업무 끝내고 집 갈 수 있을까,업무가 쌓여있어
2702,업무 지적 또 받음,업무 지적을 너무 많이 받아
2703,엇갈리는 느낌 싫다,엇갈리지 않았으면 좋겠다
2704,에어 후라이어 사고 싶다.,튀김기 사고 싶다
2705,에이 짱나,에이씨
2706,엠티 가는데 짝남이랑 같은 조 됐으면 좋겠다.,엠티 가는데 짝남이랑 같은 조 됐으면 좋겠다.
2707,엠티 가는데 짝녀랑 같은 반 되길.,엠티 가는데 짝녀랑 같은 반 되길.
2708,엠티 안 가도 돼지?,엠티 꼭 가야해?
2709,여기 있으니까 좋다,여기 좋아
2710,여드름 손으로 짰어,여드름 짰어
2711,여러명 좋아하면 안돼?,여러명 좋아하면 안돼?
2712,여르름 또났어,여드름 때매 스트레스받아
2713,여름 끝났으면,여름 빨리 지나갔으면
2714,여름 휴가 어디가 좋을까,여름 휴가 어디가지?
2715,여름에는 냉면만한게 없는 듯,여름에는 냉면이지
2716,여름인데 태닝할까,태닝할까
2717,여리여리한 여자가 이상형이래,여리여리한 여자가 이상형이래
2718,여린 마음에 상처준 건 아닐까?,여린 마음에 상처준 건 아닐까?
2719,여사친 좋아하는 내가 짜증남.,여사친 좋아하는 내가 짜증남.
2720,여사친이 많은 썸남,여자들이랑 친한 썸남
2721,여사친이 여자로 느껴질때 있어?,여자 사람 친구였는데 갑자기 여자로 느껴질 때 있어?
2722,여사친이 좋아진 것 같애.,여사친이 좋아졌어.
2723,여사친이라 쓰고 짝사랑녀라고 읽는다.,여사친이라 쓰고 짝사랑하는 여자라고 읽는다.
2724,여사친이랑 사귀는 거 가능?,여사친이랑 연인 되는거 가능?
2725,여사친이랑 연락이 끊기지 않고 너무 잘되는데 그린라이트일까?,여사친이랑 연락이 너무 잘되는데 그린라이트일까?
2726,여사친이랑 잘되고 싶다,여사친이랑 잘되고 싶다
2727,여사친인데 좋아하는 듯.,여사친인데 좋아하는 듯.
2728,여우같은 애한테 당했어,여우한테 당했어
2729,여우같은 짓하는 사람 싫어,여우같은 사람 진짜 싫어
2730,여유가 너무 없어,마음의 여유가 없어
2731,여자 친구랑 연락이 안돼,여자친구랑 전화 안 받네.
2732,여자가 남자한테 잘해주면 질려?,여자가 남자한테 너무 잘해주면 오히려 질려하나?
2733,여자가 더 사랑해서 한 결혼,여자가 더 사랑해서 한 결혼 어떤가
2734,여자가 먼저 고백하는 거 어때?,여자가 먼저 고백하는 거 이상해?
2735,여자가 먼저 키스하면 가벼워 보일까?,여자가 먼저 키스하면 가벼워 보일까?
2736,여자끼린데 썸 타는 경우도 있나,여자끼린데 썸 타는 경우도 있나
2737,여자는 좋아하는 남자랑 눈 마주치면 어때?,여자는 좋아하는 남자랑 눈 마주치면 어때?
2738,여자는 호감 없어도 잘해줘?,착한 사람은 호감 없어도 잘해 줘?
2739,여자들은 남자가 자기 좋아하는거 눈치 잘 채?,여자들은 보통 남자가 자기 좋아하는거 눈치 잘 채?
2740,여자들은 몇 년이고 짝사랑하기도 해?,여자들은 몇 년이고 말안하고 짝사랑하기도 해?
2741,여자들은 좋아하는 남자가 자기보다 능력이 좋은 경우에만 좋아하나요?,여자들은 능력이 좋은 경우에만 좋아하나요?
2742,여자들은 좋아하는 사람한테는 장난 잘 안 쳐?,여자들은 좋아하면 장난 잘 안 쳐?
2743,여자들은 좋아하는 사람한테만 잘해줘?,여자들은 좋아하는 사람한테만 잘해줘?
2744,여자들은 좋아하는데도 답장시간이 느릴 수 있나요?,좋아하는데도 답장 느릴 수 있나요?
2745,여자들은 직장 내에 좋아하는 남자 생기면 어떡해?,직장 내에 좋아하는 남자 생기면 어떡해?
2746,여자들은 착한 남자를 좋아하나요?,여자들은 보통 착한 남자를 좋아하나요?
2747,여자들이 보통 좋아하는 음식이 뭐야?,여자들이 좋아하는 음식이 뭐야?
2748,여자들이 싫어하는 남자들 특징 좀 알려주세요.,여자들이 싫어하는 남자들 특징
2749,여자들이 좋아하는 남자 말투는 뭐가 있나요.,여자들이 좋아하는 남자 말투 있나?
2750,여자들이 좋아하는 남자 특징?,여자들이 좋아하는 남자 특징?
2751,여자들이 좋아하는 남자들 스타일이 어떻게 됨?,여자들이 좋아하는 남자들 스타일이 어떻게 됨?
2752,여자들이 좋아하는 남자들 특징 알려 줘,여자들이 좋아하는 남자들 특징이 뭐임?
2753,여자랑 단둘이 술마시는 남자친구를 이해해줘야할까?,여자랑 단둘이 술마시는 남자친구를 이해해줘야할까?
2754,여자로 태어 났으면 어땠을까?,여자해보고 싶어
2755,여자예요? 남자예요?,여자야 남자야
2756,여자인데 먼저 다가가도 돼?,여자인데 먼저 다가가도 돼?
2757,여자인데 먼저 대쉬해도 됨?,여자인데 먼저 대쉬해도 됨?
2758,여자친구 마중 나가야지,여자친구 마중 나가야지
2759,여자친구 만나고왔어,여자친구 만났어
2760,여자친구 말고 다른 여자도 만나보고 싶어.,여자친구 말고 다른 사람도 만나보고 싶어.
2761,여자친구 보고만 있어도 좋아,여자친구 좋아
2762,여자친구 부모님이 나를 좀 무시했어,여자친구 부모님이 나를 무시해
2763,여자친구 스타일이 마음에 안들어.,여자친구 스타일 바꿔 주고 싶어.
2764,여자친구 여신같아,여자친구 오늘 여신같았어
2765,여자친구 오지랍 장난 아님,여자친구 오지랍 장난 아님
2766,여자친구 요구가 심해져,여자친구 요구가 심해져
2767,여자친구 집까지 데려다주려고,여자친구 집까지 데려다주려고
2768,여자친구 패턴 몰래 봤어,여자친구 패턴 몰래 봤어
2769,여자친구가 감정없이 카톡 답장해,여자친구가 감정없이 카톡 답장해
2770,여자친구가 갑자기 이유없이 화내,여자친구가 갑자기 이유없이 화내
2771,여자친구가 게임을 너무하는게 고민이야.,여자친구가 게임을 너무하는게 고민이야.
2772,여자친구가 결혼을 원해,여친이 결혼하재
2773,여자친구가 계획적이지 않아서 스트레스 받아.,여자친구가 계획적이지 않아서 스트레스 받아.
2774,여자친구가 교환학생 간대,여자친구가 교환학생 다녀온대
2775,여자친구가 기념일을 잘 잊어.,여자친구가 기념일을 잘 잊어.
2776,여자친구가 나 사랑하는 건지 모르겠어,여자친구가 나 사랑하는 건지 모르겠어
2777,여자친구가 나 사랑하는 건지 확신이 없어,여자친구가 나 사랑하는 건지 확신이 없어
2778,여자친구가 나를 떠날까봐 고민이야.,여자친구가 나를 떠날까봐 고민이야.
2779,여자친구가 나를 안 질려하려면 뭘 준비해야할까?,여자친구가 나를 안 질려하려면 뭘 준비해야할까?
2780,여자친구가 나를 sns에 올리지 않아서 서운해.,여자친구가 나를 sns에 올리지 않아서 서운해.
2781,여자친구가 내 의견 안 들어,여자친구가 내 의견 안 들어
2782,여자친구가 너무 귀가 얇아.,여자친구가 너무 귀가 얇아.
2783,여자친구가 너무 많은 걸 기억하길 바라는게 고민임.,여자친구가 너무 많은 걸 기억하길 바라는게 고민임.
2784,여자친구가 너무 무뚝뚝해,여자친구가 너무 무뚝뚝해
2785,여자친구가 너무 어린거 같아.,여자친구가 너무 어린거 같아.
2786,여자친구가 너무 이쁘고 내가 못 생겨서 너무 자존감이 떨어짐,여자친구가 너무 이쁘고 내가 못 생겨서 너무 자존감이 떨어짐
2787,여자친구가 너무 좋은데 자존감을 너무 떨어뜨려.,여자친구가 너무 좋은데 자존감을 너무 떨어뜨려.
2788,여자친구가 너무 좋은데 점 본거에서는 만나지말래.,여자친구가 너무 좋은데 점 본거에서는 만나지말래.
2789,여자친구가 너무 챙김받고 싶어해,여자친구가 너무 받고만 싶어해
2790,여자친구가 눈치가 없어.,애가 눈치가 없어.
2791,여자친구가 다른남자들에게 인기가 많은게 고민이야.,여자친구가 인기가 많은게 고민이야.
2792,여자친구가 담배를 피는게 싫어.,여자친구가 담배를 피는게 싫어.
2793,여자친구가 더치페이를 안해.,여자친구가 계산을 안해.
2794,여자친구가 데이트 시간을 너무 안 지켜.,여자친구가 데이트 시간을 너무 안 지켜.
2795,여자친구가 돈을 안 써,여자친구가 돈을 안 써
2796,여자친구가 돈이 너무 없어.,여자친구가 돈이 너무 없어.
2797,여자친구가 돌아다니는걸 너무 좋아해,여자친구가 너무 돌아다니는 것 같아
2798,여자친구가 말을 듣기 좋게 해,여자친구가 가끔 막말하는게 거슬려
2799,여자친구가 바쁜걸 이해못해,여자친구가 바쁜걸 이해못해
2800,여자친구가 베지테리언이야,여자친구가 야채만 먹어
2801,여자친구가 변해가는거 같아.,여자친구가 변해가는거 같아.
2802,여자친구가 사진을 너무 많이 찍어.,여자친구가 사진 찍는 걸 너무 좋아해.
2803,여자친구가 소극적이야.,여자친구가 소극적이야.
2804,여자친구가 수상해,여자친구가 수상해
2805,여자친구가 술만 마시면 필름이 끊기는데 너무 걱정돼.,여자친구가 술 마시면 필름이 끊겨서 너무 걱정돼.
2806,여자친구가 술을 못마시는데 분위기를 좋아해서 자주 술마시러가는게 고민이야.,여자친구가 술을 자주 술마시러가는게 고민이야.
2807,여자친구가 애교가 많아졌으면 좋겠어.,여자친구가 애교 많았으면 좋겠어
2808,여자친구가 연락이 너무 많아.,여자친구가 연락이 너무 많아.
2809,여자친구가 연락이 안돼,여자친구가 연락이 안돼
2810,여자친구가 연애하는데 가끔씩 막말을 해.,여자친구가 가끔씩 막말을 해.
2811,여자친구가 예쁜데 착하기까지해,여자친구가 예쁘고 착해
2812,여자친구가 음식을 너무 적게 먹어,여자친구가 너무 적게 먹어
2813,여자친구가 일정 중에 연락못하는걸 이해못함.,여자친구가 업무 시간에 전화 못받는 걸 이해못함.
2814,여자친구가 자기 말만하고 내 말은 안 들어,여자친구가 자기 말만해
2815,여자친구가 자꾸 구속해,여자친구가 구속해
2816,여자친구가 자꾸 의심해,여자친구가 의심해
2817,여자친구가 자꾸 질리게 한다,여자친구한테 질린 듯
2818,여자친구가 자주 씻지를 않아.,여자친구가 잘 안씻어.
2819,여자친구가 작은 일까지 다 기억해,여자친구가 너무 다 기억해
2820,여자친구가 잘 삐져,여자친구가 너무 잘 삐져
2821,여자친구가 잘못된건아닌데 표현이 너무 서툴러.,여자친구가 표현이 서툴러.
2822,여자친구가 잠이 너무 많아.,여자친구가 잠이 너무 많아.
2823,여자친구가 전화를 안해,여자친구가 전화하는 걸 안 좋아해
2824,여자친구가 좋은데 믿음이 안 가.,여자친구가 좋은데 믿음이 안 가.
2825,여자친구가 좋은데 왠지 모르게 귀찮아.,여자친구가 좋은데 왠지 모르게 귀찮아.
2826,여자친구가 준 생일 선물이 별로야,여자친구가 준 생일 선물이 맘에 안든다 
2827,여자친구가 집안일을 너무 안해. 나만 하는거같아.,집안일을 나만 하는거같아.
2828,여자친구가 취업하더니 변하더라,취업하더니 변하더라
2829,여자친구가 친구들이랑 여행을 가는데 남자도 있으면 어떡해?,여자친구가 여행을 가는데 남자도 있으면 어떡해?
2830,여자친구가 클럽에서 춤만 춘다는데 진짜일까?,여자친구가 클럽에서 춤만 춘다는데 진짜일까?
2831,여자친구가 클럽을 간다면 어떻게해?,여자친구가 클럽을 간다면 어떻게해?
2832,여자친구가 키가 너무 커,여자친구가 키가 커
2833,여자친구가 표현을 하게하고싶은데 방법을 잘 모르겠어.,사랑 표현 하게 하고 싶은데 방법을 잘 모르겠어.
2834,여자친구가 혼자 여행 간다는게 화나,여자친구가 혼자 여행 가보고 싶다는데
2835,여자친구가 화나면 말을 안 해.,여자친구가 화나면 말을 안 해.
2836,여자친구가 힘들어하는데 내가 뭘 해줄 수 있을까?,여자친구가 힘들어하는데 내가 뭘 해줄 수 있을까?
2837,여자친구랑 남사친이 너무 친해.,여자친구랑 남사친이 너무 친해.
2838,여자친구랑 뭐하고 노나,여자친구랑 뭐하고 노나
2839,여자친구랑 어디 놀러갈까?,여자친구랑 어디 놀러갈까?
2840,여자친구랑 연락문제로 자주 싸워,연락문제로 자주 싸워
2841,여자친구랑 종교 때문에 다툼,여자친구랑 종교가 달라
2842,여자친구랑 피시방데이트도하고싶은데 어떻게 말을 할까?,여자친구랑 피시방데이트도 하고 싶은데 어떻게 말을 할까?
2843,여자친구를 믿는데 가끔 의심이 가.,여자친구를 믿는데 가끔 의심이 가.
2844,여자친구에게 고민이나 속사정을 어디까지 얘기해?,여자친구에게 고민이나 속사정을 어디까지 얘기해?
2845,여자친구에게 옷선물 좋은 브랜드있어?,여자친구에게 옷선물 좋은 브랜드 있어?
2846,여자친구에게 팔찌 목걸이 둘중하나만 선물할 수 있다면 뭐가 좋을까?,여자친구 선물 팔찌랑 목걸이 중에 뭐가 좋을까?
2847,여자친구에게 해줄만한 화장품 선물 뭐가 있을까?,여자친구 화장품 선물 뭐가 있을까?
2848,여자친구에게 힘들때 어떻게해?,여자친구가 힘들게 할때 어떻게 잘 말하지?
2849,여자친구와 노래방을 가면 무슨노래를 부르는게 좋을까?,여자친구와 노래방을 가면 뭐 부를까?
2850,여자친구와 여행가고싶은데 부모님이 보수적이야.,여자친구와 여행가고 싶은데 부모님이 보수적이야.
2851,여자친구와 여행가는게 부담스러움.,여자친구와 여행가는게 부담스러움.
2852,여자친구와 첫키스는 언제했어?,여자친구와 첫키스는 언제했어?
2853,여자친구와 커플링 꼭 해야함?,커플링 꼭 해야 함?
2854,여자친구의 감정기복이 너무 심해.,여자친구의 감정기복이 너무 심해.
2855,여자친구의 이성친구가 고민이야.,여자친구의 이성친구가 고민이야.
2856,여자친구의 핸드폰 저장명을 뭐로 하지?,여자친구의 핸드폰 저장명을 뭐로 하지?
2857,여자친구의 회사가 내가 다니는 회사랑 너무 비교돼,여자친구의 회사가 내가 다니는 회사랑 너무 비교돼
2858,여자친구의 sns말투가 고민이야.,여자친구의 말투가 고민이야.
2859,여자친구한테 더 이상 설레지 않아,여자친구한테 더 이상 설레지 않아
2860,여자친구한테 더 이상 설레지 않아,여자친구한테 더 이상 설레지 않아
2861,여자친구한테 서운한 거 같은데 표현하는 게 좋을까?,여자친구한테 서운한 거 같은데 표현하는 게 좋을까?
2862,여자친구한테 핸드폰 공개해?,여자친구한테 핸드폰 공개해?
2863,여자한테 언제 설레?,여자한테 언제 설레?
2864,여친 과소비 심해,여친 과소비 심해
2865,여친 데려다 주고 막차 놓침,데려다 주느라 막차 놓침
2866,여친 생겼는데 호칭 어떻게 함?,여친 호칭 어떻게 함?
2867,여친 쌩얼보고 깜놀했어,여친 쌩얼보고 깜짝 놀랐어
2868,여친 진짜 예쁘다,여자친구가 너무 예뻐
2869,여친이 나를 안 좋아하는데 내가 붙잡고 있는 것 같아요.,여친을 내가 붙잡고 있는 것 같아요.
2870,여친이 맨날 욕해,여자친구가 맨날 욕해
2871,여친이 오히려 섬세하지 못해,여친이 섬세하지가 안아
2872,여친이 화난 이유를 아직도 모르겠어,여자친구가 왜 화났는지 모르겠어
2873,여행 가고 싶은데 시간이 없어.,여행갈 시간도 없다
2874,여행 가야지,여행 계획 세워야지
2875,여행지 추천,여행 어디가지
2876,여행지에서 마음에 드는 사람 만났어,여행 와서 맘에 드는 사람 만났어
2877,역류성 식도염 온 거 같아.,역류성 식도염이 또 도졌어
2878,역시 나는 천재야,난 천재다
2879,역시 이불밖은 위험해,이불밖은 위험해
2880,연극 보러 갈까,같이 연극 보러 갈까
2881,연금 받을 수 있을까,연금 믿어도 될까
2882,연락 또 해도 되겠지,연락 많이 해도 되겠지
2883,연락 안오면 어쩌나 걱정되네,연락 안오면 걱정돼
2884,연락 어떻게 시작함,연락 처음에 어떻게 시작함
2885,연락 없더니 갑자기 왜 만나자고 하지?,왜 이제 만나자고 했을까?
2886,연락 좀 빨리빨리 했으면 좋겠다.,연락 좀 빨리 하지
2887,연락 하지 말라고,연락 좀 안 왔으면 좋겠어
2888,연락이 될까,연락이 될지 모르겠네
2889,연락하는 게 어색해,연락하는 게 익숙하지가 않아
2890,연락해도 될까?,이른 시간에 연락해도 될까?
2891,연상 어때?,연상도 괜찮지 않나?
2892,연상이 좋아,밥 잘 사주는 예쁜 누나 어디 없나
2893,연애 감흥이 점점 사라져,점점 연애 감정이 사라져
2894,연애 갱년긴가,연애 위기인 거 같아
2895,연애 고수 되려면?,연애 고수 되는 방법?
2896,연애 상담 가능?,연애 상담 해줄래?
2897,연애 상대와 결혼 상대는 다를까?,연애 상대와 결혼 상대 달라?
2898,연애 세포 깨우는 법,내 안에 연애 세포 깨우는 법
2899,연애 안 한지 너무 오래 됐어,너무 오래 연애 안했어
2900,연애 어떻게 하는지 까먹었어.,연애 어떻게 하는 거야
2901,연애 잘하는 사람 부러워,연애 고수 부러워
2902,연애 하고 싶어,달달한 연애 하고 싶어
2903,연애는 어떻게 하는 거야,연애는 도대체 어떻게 하는거야
2904,연애는 하기 싫은데 썸은 타고 싶어.,연애는 싫은데 썸은 좋아.
2905,연애다운 연애 하고 싶어,연애다운 연애 하고 싶어
2906,연애도 좋지만 내 시간도 중요한 나 정상일까?,연애보다 내 시간이 더 소중해
2907,연애로 발전할 수 있을까,우리 연애로 발전할 수 있을까
2908,연애를 못 봐서 그런가 대화를 어떻게 해야할지 모르겠어,대화를 어떻게 시작 해야할지 모르겠어
2909,연애를 실패할 수록 두려워. 좋은 사람 만날 수 있을까?,좋은 사람 만날 수 있을까?
2910,연애를 오래하려면?,연애를 오래하려면?
2911,연애보다 썸이 좋아.,연애보다 썸이 좋아.
2912,연애상담하더니 둘이 사귀더라,둘이 사귀더라
2913,연애세포가 다 죽었나,연애세포가 다 죽었나
2914,연애의 끝은 결혼인거야?,연애의 끝은 결혼인거야?
2915,연애중인데 외로운 느낌이 들면 문제일까?,연애중인데 외로운 느낌이 들어
2916,연애하는데 사랑받는 느낌을 안받아.,사랑받는 느낌을 안들어.
2917,연애하는데도 외로워,연애하는데도 외로워
2918,연애한지 2년째야,연애한지 2년째야
2919,연애할때 많이 사랑하면 나만 손해야?,연애할때 많이 사랑하면 나만 손해야?
2920,연애할때 몇살 차이가 적당해?,연애할때 몇살 차이가 적당해?
2921,연애할때 자유를 원하는 상대에게 얼마나 자유롭게 해줘야하나.,연애할때 자유를 원하는 상대에게 얼마나 자유롭게 해줘야하나.
2922,연예인 되는 방법,연예인 되고 싶어
2923,연예인과 썸 타는 꿈 해몽 좀,연예인과 썸 타는 꿈 해몽 좀
2924,연예인도 힘든게 있겠지?,연예인 되면 피곤하겠지?
2925,연예인도 힘들겠다.,연예인도 힘들겠지?
2926,연예인이랑 사귄다!,연예인이랑 사귄다!
2927,연예인하고 연애해보고 싶어,연예인하고 연애해보고 싶어
2928,연인과 어떤걸로 싸워?,연인과 보통 뭘로 싸워?
2929,연인이랑 어떻게 하면 안 싸울 수 있을까?,어떻게 하면 안 싸울까?
2930,연인인데 정치견해가 달라,연인인데 정치적인 견해가 달라
2931,연일 최고 몸무게 갱신하네.,최고 몸무게 찍는 중
2932,연하 어때?,연하랑 사귀는 거 어때?
2933,열쇠 안가지고 왔다,열쇠 두고 왔다
2934,열심히 공부해야지,이번 학기 열심히 살아야지
2935,열심히 한 거 같은데,난 많이 노력한 거 같은데
2936,열심히 한 거 같은데 망,열심히 한 거 같은데 결과가 왜 이러지
2937,염색하는게 좋을까?,염색해볼까?
2938,엿같다.,엿같은 상황
2939,영양제 좀 먹을까,영양제 뭐가 좋아
2940,영어 잘 했으면,영어 잘 했으면 좋겠다
2941,영어학원 좀 다닐까,영어학원 다녀볼까
