,Q,A
746,남자 옷 가격 어지간한 걸로 추천 좀 해주세요.   ,남친 있었네요.
747,밖에 비오네요. 주륵주륵 ,우산 있어요? 
748,"벌써 모기가 집안에 들어오는 거 같은데 집에 고양이 키우는 분들은 어떻게 모기를 퇴치하시나요? 에프킬라도 못 뿌리고 모기향을 피울 수도 없는데, 그나마 찾은 게 전기로 파파팍 태울 수 있는 모기등인데 3개월 후에 미국으로 이사 가니 전기 제품을 살 수 도 없어요. ",가격을 생각하면 그냥 하나 사는 것이 좋을 듯해요.
749,저 집 와이파이가 자꾸 끊겨요. ,바꾸세요! 
750,집 근처 가게에서 저녁 먹고 있는데 진짜 비 너무 많이 오는데요? ,가게에 부탁해서 우산 빌려서 우산 사 오면 되지 않을까요? 
751,집 가게 해줘요. 진짜 너무 아파요.,미캉님 어디 아프세요?
752,가게에서 피자 해 먹네요!,맛있겠어요. 
753,그날엔 몸이 너무 안 좋은데 엄마 모임 날이랑 겹쳐서 혼자 가게 보고 있어요. 집 가고 싶어요.,예담님. 파이팅이에요! 
754,일본 갔을 때 시나모롤 카페 가고 싶은데 기간 한정인가요? ,나도 가고싶어서 찾아 봤어요. 이번에 2호점 신주쿠에 생겼고 상시 오픈이에요! 
755,운동 가기 너무 싫고 자고 싶어요. ,하기 싫을 때 억지로 하면 안 돼요.
756,좋아하던 초밥집이 없어졌어요. 절대가격으로는 내 기준 비싸지만 합리적인 가격대에 맛있는 초밥을 먹을 수 있는 좋은 집이었는데 역시 여러모로 어려워 보이더니 가게를 닫으신 모양이에요. 1년에 두어 번 사치스러운 식사를 즐겁게 할 수 있던 집이 사라져 슬프네요. ,매우 유사한 경험이 있어서 그 기분을 알 것 같아요. 
757,떡볶이 시켰는데 매번 주소 부르기 너무 귀찮아요. 주소 저장해달라고 하면 저장해주나요? ,많이 시켜 먹으면 대충 말해도 아아 네네 이러던데요! 
758,집 앞 만두는 생각보다 맛이 없네요.,"그거는 심판받아야 해요! 3,000원의 가치를 못하는 녀석이에요! "
759,식물 가게인 줄 알았더니 카페였어요. 귀여워요.,쇼핑 잘 하고 있어요?
760,수학여행 다들 어디로 가시나요?,"부산, 거제도, 통영 갔다 왔어요! "
761,카페에서 일하는데 갑자기 나방이 들어와서 어찌 처리할까 고민하다가 죽이기에는 너무 크고 무서워서 테이크 아웃 잔에 담아서 뚜껑을 닫아 버렸어요. 어쩌지. 가게 앞에서 잘 가라고 날려줘야 하는 건가요.,어제 나와 같은 상황이네요. 그냥 담은 채로 멀리멀리 버려요. 열지 말고요.
762,인공눈물 어디서 사죠. 렌즈 가게에도 파나요? ,렌즈 가게에도 파는데 보통 약국에도 티어린프리라고 팔아요! 
763,렌즈 샀어요. 눈 따갑네요.  ,저 그. 시력 때문에 렌즈 끼시는 거고 거의 매일 끼신다면 강소라 렌즈? 아쿠아 렌즈? 그거 써보세요 처음에 그거 끼고 안경 쓸 뻔했어요. 렌즈 안 낀 줄 알고요.
764,이제 일주일이에요. 시간아 빨리 달려요!,우리 언니 빨리 가게 해 주세요.
765,"일본은 우리나라 보다 신선한 닭 유통이 원활한 편인가요? 오빠 말로는, 한국에서도 직접 닭 잡아 백숙하는 집에선 판다는데 나도 오사카 술집에서 닭회 처음 먹어 본 거였으면 좋겠어요. 정말로 한국 닭회의 보편화인 것 같아요.",일본은 지역 농축산물 쓰는 게 보편화되어 있다고 들었어요. 우리나라 닭고기는 대다수 하림에 의존하고요. 
766,건대 합격해서 2호선 타고 싶어요.,2호선이면 샤크님과 자주 만날 수 있겠네요. 2호선 희망 할게요! 
767,혹시 다음 주 화요일에 두배 족발 가실 탬맘 계시나요? 성인분들 중에서요. 왜냐면 알코올 동반 모임이에요. ,다음에 서울 가게 되면 그땐 저도 껴주세요.
768,"어? 빠른 년생 3월까지 아니에요? 4, 5월도 해당되나요? ",2월이에요.
769,"유럽 여행 중인 동생이 스페인을 강력 추천해서, 검색어 한 번 눌러 봤는데 가고 싶어요. ",요즘에 사람들이 스페인을 진짜 많이 가네요.
770,크림소다를 드디어 먹어요. 1분기에 두 번 와서 두 번 다 원재료 없단 얘기 듣고 못 먹어서 한 맺혔어요.  ,여기 가게 이름을 맨날 까먹어요.
771,"아, 드림콘서트 전 날에 술 약속 잡혔어요. 술 냄새 풍기면서 콘서트장 가게 생겼네요. ",드림콘서트 날에도 술 잡수실 거잖아요. 
772,왜 짐을 싸도 싸도 계속 챙길 게 생길까요.,또 엠티 가요? 
773,비가 내린 후라 그런지 파전에 막걸리가 당기네요.,막걸리 정말 좋아요! 
774,"아, 이번 주에 할 게 많네요. 물리치료도 받아야 하고 건강검진도 예약해야 하고 치료의 일환으로 헬스장도 알아봐야 하고 조별 과제도 해야 해요. ","저는 헬스장을 간다면 다이어트를 목적으로 갈 생각이었고, 작년부터는 다이어트는 포기하고 복근 만드는 것을 목적으로 갈 생각뿐이었는데 이제는 살아남기 위해 가게 생겼어요."
775,진짜 몸이 병약해졌다는 기분이 드네요.,네?
776,너무 응가가 마려운데 퇴근하려면 두 시간이나 남았어요. ,거기에 화장실 없어요?
777,이니스프리 쿠션 어때요? ,이니스프리는 베이스가 안 좋아요.   
778,저 지금 치킨 먹으면 장 난리 날까요 ? ,"안돼, 조금만 참아요."
779,읽을 책 추천해주세요.,냄즌이가 읽었던 그 구멍가게 그거 읽으세요. 
780,"아, 갑자기 보쌈 먹고 싶어요.",먹고 싶은 게 많은 다빈님이네요.
781,동 인천 신전 떡볶이 가게 알바 훈남에 근육질이네요. 반팔 너무 고혹적이에요!,심지어 목소리까지 좋네요. 이런 곳을 몰랐다니요!
782,내가 매일 먹는 타코 와사비예요. 지금도 사서 가고 있어요. 비싸서 슬퍼요. ,타코와사비 사랑해요! 
783,코코볼 아니고 첵스초코였다니요.  ,우리 집에도 첵스초코 밖에 없어요. 
784,근데 보통 vod가 얼마 정도 하나요? ,"2,500에서 3,000원 정도 할걸요? "
785,"아, 할 거 없네요. ",그러게요. 따분하고 지루해요. 
786,"일본에 관해 한 가지를 정해서 피피티를 만들고 발표해야 하는데 뭐가 좋을까요? 장소, 물건, 사람에 상관없이 일본 것이면 다 돼요! ",일본은 역시 초밥이요! 
787,망했어요. 저 오늘 안에 집에 가나요?,왜요? 무슨 일이에요?
788,얼른 집 가고 싶어요.,어디였는데요? 
789,교보문고 가고 싶어요. 새로 읽을 게 필요해요. ,금요일에 강남에서 봐요. 
790,버스 터미널에 옷 뒀어요. ,"폭풍 눈물, 주먹 울음이네요. "
791,언니 언니 우리 학교 바로 앞에 떡볶이 가게에 라붐 걸렸길래 모델인가 했는데 이번 주에 팬 사인회 오네요? ,그렇지만 못 가요.
792,"전시회 가고 싶어요. 아, 갈까 아니 근데 전시회는 얼마 안 하지만 서울까지 KTX가 너무 비싸요. 왕복 7만 원이에요.",KTX 할인 가격 뜰 때 예매 하면 그나마 싸요. 제가 그렇게 해서 서울에 올라가 거든요. 
793,베트남 친구들이여 부디 제가 가게에 들어왔다고 재생 중이던 음악을 멈추고 케이팝을 틀지 말아주세요. 안 그래도 돼요. ,그럴 땐 어떡하나요? 아는 척을 하시나요?
794,밤 산책 좋네요.   ,나도 나도! 나랑도 밤 산책해요. 언니. 
795,님들 저 지금 너무 무서워요. 막 모르는 남자가 손잡고 막 데려가려고 해서 피하는데 계속 쫓아와요. ,신고하셔야 되는 거 아니에요? 어떡해요? 
796,하루 일과 끝이에요! ,"와, 고생 많으셨어요! 푹 쉬시고 내일도 즐거운 여행 되세요. "
797,환장하겠어요. 옷을 왜 안 보내는 걸까요.  ,여기 어디 쇼핑몰이에요 텐쇼님? 
798,내일 전북대 축제 가시는 분 있으세요? ,초면에 죄송하지만요! 저는 가고 싶은데 같이 갈 사람이 없어서 구하는 중이에요.
799,난 왜 못가요 진짜!,어디를요?
800,이번 달에 400만 원 썼어요. 다음 달부터 조이네요. 휴. 스트레스를 벌써 받네요.,400만 원이면 역시 가계 부담이 크겠어요.
801,근데 새우버거는 먹는 거예요? 아. 그건 가공한 거 였네요. ,롯데리아 새우버거에 명태가 더 많이 들어가요.
802,그러니 이번 주 토요일은 수원게동을 가볼까요? ,몇 시에요? 
803,술 술 술.  ,치킨.
804,공부 왜 안 해요? ,"어, 음. 끌게요."
805,"아, 뜬금없이 노래방 가고 싶네요. 내일 봐서 가던가 해야지 노래 안 한지 오래 됐네요. ",노래방 좋죠. 금영이든 태진이든 요즘 노래들 좀 올라와 줬으면 좋겠어요. 
806,술 마시고 싶어요! ,같이 마시고 싶어요!
807,뭔가 목이 턱 막힌 기분이 드네요. ,미지근한 물 마셔요. 되도록이면 카페인이나 탄산음료 피하시고요. 
808,"회사에서 1분 거리에 자취를 시작했는데, 오늘 21시까지 일을 했지만 집에 오면 21시 1분이라는 게 믿기지 않아요. 평소 같았으면 집에 가면 열한시가 되어 내일 새벽 출근을 위해 빨리 씻고 자야 했을 거예요.","오, 드디어 출퇴근 시간을 없앴네요! "
809,내일 야자 내빼요. 피시방 가서 오버워치할거예요. ,실화에요? 일진이네요. 
810,내일 야자 내빼요. 피시방 가서 오버워치 할 거예요. ,멋지네요. 나도 내일 자체 휴강하고 오버워치하고 싶어요. 
811,"으, 당 떨어져요. ",이마트 헤이즐넛 초코 크림을 먹어봐요. 
812,하우징 인테리어 하다가 답이 없다는 걸 느꼈어요. ,어제 하루님께 홈페이지 하나 소개해 드렸는데 한번 구경 해보세요!
813,"아, 머리 깨질 거 같아요.",전 멀미나요.
814,"예전에 집 근처에 있을 땐 친구랑 피시방 가서 게임하다가 집 가고 밥도 가볍게 먹고 술도 먹고 놀았는데, 서울 와서는 외로워요. 친구가 없어요. 처음 보는 사람이면 또 꾸미고 가야 돼서 스트레스에요. 취미 같고 편한 사람 찾기가 진짜 힘드네요. ",다 그런 거죠. 
815,건대 입구 복만루 훠궈 집 저는 괜찮던데요! 서울 중심으로 훠궈 맛있는 집 아시는 트위터 친구님들 추천해주세요.,동대문에 동북 화과왕 정말 맛있어요! 
816,자려고 했는데 룸메이트가 술 사 왔어요. ,님 술은 적당히 드세요.
817,여러분 형제들 카톡이나 연락처에 뭐라고 저장했어요? ,오라비라고 되어 있네요. 전화나 카톡을 한 적이 손에 꼽을 정도라 뭐라고 저장 했는지 지금껏 모르고 있었어요.
818,온몸에 문신하려면 정말 부지런해야 돼요. 진짜 난 게을러서 못해요. ,맞아요. 게다가 대박 비싸요. 
819,님들 꽃다발 조그마한 거 가격 얼마나 해요? ,싼 곳은 5천 원 정도고 대부분 만 원 정도일걸요?
820,"가게 일은 끝났고, 이제 밤일을 좀 할까요. ",오늘도 고생 많이했어요. 유라양. 
821,난 사실 어렸을 때 우물 속으로 들어가 이누야샤랑 모험을 떠나는 게 꿈이었어요. ,근데 우리 집 우물에 빠져서 죽을 뻔한 뒤로는 엄마가 근처에도 못 가게 하더라고요.
822,"아니, 나도 모르는 사이에 춘천 여행 잡혔어요. 동기님들 나 빼고 무슨 얘기를 한 거예요. ","춘천은 막국수죠, 가서 맛있게 먹고 와요. "
823,전동 그라인더로 커피 콩 가니까 너무 좋아요. 고민했던 시간이 아깝네요. ,찾아 봤는데 너무 너무 가지고 싶어졌어요. 
824,치즈 올린 떡볶이 후드리 찹찹했어요.  ,우오와. 치즈요?
825,한성대 우리 게임장 옆에 담배 집 문 열고 영업하네요. 냄새나서 한성대 가지 말아야겠어요. ,옛날에 게임장 옆에 카페 있었던 거 같은데 그 새 그런 가게가 들어섰나 보군요.
826,님들 다 금요일에 아웃백 가주세요. 시간 있으면 5시 전에 가시면 런치 적용돼요. 저랑 같이 가요!,저 사주신다고요? 감사해요. 
827,나도 일본 가고 싶어요!,가요! 
828,"저는 4,000원 주고 비닐 우산 산 다음, 작업실에 두고 와서 비 맞으면서 버스 기다리는 사람이에요. ",단단님. 어디세요. 제가 우산을 들고 당장 갈게요!
829,거울 왔어요. 조그마하네요.,정말 예뻐요!
830,홍대 마늘 떡볶이 먹어 보고 싶어요. ,먹으로 가요.
831,왜 이마트 치킨이 한창 유행했는지 알겠네요. 맛있어요. ,그렇죠. 이마트 치킨 정말 맛나요. 
832,"아, 명란 파스타 먹고 싶어요.  ",이거 어디에요? 
833,가게에 버려진 고양이가 찾아왔다던데 엄마는 키울 생각인 거 같아요. 귀찮게요.,저예요. 
834,"저는 팬티 사는 걸 왜 이렇게 좋아할까요? 지금도 많은데 일본 가서 몇 장 더 사 왔어요. 어차피 사도 회색, 검은색의 민무늬만 사는데 말이에요. ",그런데 양말은 필요한데 잘 안 사게 돼요. 참고 참다 한 번에 왕창 사버려요. 
835,"다코야끼 먹으려면 씻고, 버스 타고 나가야 해요. 먹을 수 없어요.",다코야끼를 먹으려는 자의 의지를 보여주세요. 
836,피시방 폐업할 때 원래 아무 말도 안 하나요? 내 남은 시간은요?,"저도 13시간인가 넣어 놨었는데 한 달 정도 뒤에 가니까 다른 피시방으로 바뀌어 있고, 제 시간도 싹 다 날아가 버려서 당황스러웠어요."
837,배고파요. 그 알밥 집 옆에 찜닭 집 맛있어요? 치즈 찜닭 맛있나요? ,혼자 가서 먹기에는 가격대가 꽤 나가요. 
838,참는 버릇 좀 없애고 싶어요.,뭐가요?
839,갑자기 신전떡볶이 먹고 싶어요. ,아. 저도. 지금 떡볶이 먹고 싶어 죽을 것 같아요.
840,님들 토요일에 라붐 보러 양산 오시나요? 전 벌써 집 떠나와 어제부터 양산에서 대기 중이에요.,네?
841,성적표 나왔는데 점수 왜 이따위일까요?,에구.
842,맛없는 소주를 마시는 것 보다 차라리 알코올 주사를 놓는 게 낫지 않을까요? ,맛있는 술을 드세요! 
843,언니 오늘 생일이었네요! 생일 축하해요!  ,응! 고마워요. 내가 좋아하는 우리 케양 좋은 하루 보내세요. 저의 날이니 오늘은 기쁘고 행복한 일만 가득하길 빌어요! 
844,요즘 성 소수자들 너무 지치지 않나요? 저만 그런가요?,너무 바쁘게 투쟁하고 저항하고 목소리 내느라 잘 몰랐는데 뒤돌아보니 너무 힘든 상반기였어요. 내가 행복할 권리는 당신이 행복할 권리와 같다는 걸 왜 세상 사람들 모를까요. 
845,오버워치를 위해 피시방을 포기하고 90만 원짜리 노트북을 사는 게 이득일까요. ,90만 원 노트북이면 데스크 탑을 맞추시는 게 나을 것 같아요. 
846,스테이크류 먹고 싶어요. 가격이 부담 돼서 그렇죠.,그거  포크 밸리는 어때요? 
847,"180만 원이면 모니터 두 개랑 평범한 컴퓨터, 책상, 키보드, 마우스까지 다 살 수 있나요? ",모니터 사이즈에 좀 갈리지만 가능해요. 
848,컴퓨터 그래픽카드를 더 높은 걸로 바꾸면 제 컴퓨터 터질까요? ,파워만 좋으면 충분하죠. 
849,"아, 조개 먹고 싶어요. ",우리 동네에 조개구이 무한 리필 집 있어요! 
850,아 괜히 공포 웹툰 소리 켜고 봤다가 더 못 자겠어요. 뭔 깡으로 그랬을까요. ,조심히 봐야겠어요. 
851,팔천 육백 원으로 다섯 시간 동안 술 마시고 있어요. ,대박! 거기 어디에요? 
852,프랑스 맥도날드는 맛있었어요. 피쉬버거도 처음 먹어본 듯해요. 맛있는데 국내에서도 이 맛을 낼 수 있을까 싶기도 하고요.  ,님 프랑스세요? 그래서 프랑스에서 맥도날드가 비싼 거죠!
853,나도 누를 때마다 빛 뿅뿅 나오는 기계식 키보드 가지고 싶은데 쓸데가 없어서 못 사고 있어요. ,절대 쓸데 없지 않아요! 정말 이쁘다고요. 근데 문제는 시끄러운 거예요. 
854,조금만 더 신나하고 마저 과제하러 가야겠어요.,얼른 자야죠. 강의 없어요? 
855,"이쯤 되면 사실 먹는 취향 말고 노는 취향도 궁금해져요. 노래방, 방 탈출, 사격, 오락실 뭐 이런 놀이들은 좋아하시려나요? ",저한테 물어보시는 건지는 모르겠지만? 답변할게요. 방 탈출은 실제로 해보진 않았는데 핸드폰 게임 마니아에요. 노래방은 뭐 마이크를 놓지 않고 사격이랑 오락은 남자 애들한테도 이기는걸요!
856,저 살면서 이태원 한 번도 안 가봤어요.,이태원에 제가 제일 좋아하는 펍이 있어요. 세 골목집이라고. 나중에 한 번 가보세요! 그 근처에 타르틴도 있고요.
857,내일 세무서에 연말정산하러 가요.,중간 퇴직자는 집에서 안돼요? 
858,"아, 잠깐. 28일에 남자친구 휴가 나오네요. 잊고 있었어요. 또 못 가요. 또.","아, 남자친구. 두 분이서 피시방 데이트하시죠? "
859,여러분 고시원 어때요? 한 달 정도 지낼 거예요.,나름 살만해요! 
860,초록 언니 생일 축하해요. 나도 언니 보고 싶어요. 이번 주에 음악중심하면 올 거예요? 언니 우리 꼭 봐요. 멘션도 자주 해요. 오늘 언니 생일이니까 세상에서 제일 행복한 하루 보내세요.,현서 대박 고마워요. 우리 진짜 빨리 봐야하는데 이번 주에 가니까 꼭 얼굴 봐요! 내가 멘션 자주 자주 할게요. 남은 하루 행복하게 보내요. 
861,"꼬맹이 들려 보낼 김밥이랑 초밥, 도시락 싸느라 손이 팅팅 불었어요. 일식하는 분들 존경하기로 했어요. 일식 계란말이는 맛은 분명 그것이었는데 형체를 알아볼 수가 없어요. 김밥이랑 초밥은 역시 사 먹는 게 최고예요. ",맛보러 가면 되나요?
862,"아, 롯데월드 또 가고 싶어요. ",가고 싶어요. 
863,요새 아이폰6s 플러스 중고가 가격이 엄청 떨어졌다면서요? ,난 50만 원에 샀었어요. 
864,"지니지니 지니, 나도 멜론 쓰고 싶어요. ",멜론 너무 비싸요.
865,에버랜드 가요.,"오, 용인 왔네요. "
866,저 진짜 라면 끓여요. ,저 라면 추천 좀 해주세요. 
867,근데 아까 자다가 언뜻 깼었는데 비 오는 거 같던데 지금은 안 오나요? ,지금은 안 와요! 
868,머리카락이 축축해요.,이렇게 보니까 학교 2013에 나올 때 이이경 닮았어요.
869,그 뭐지. 에뛰드하우스 섀도 추천해주세요. 저는 어두운색을 주로 사용하는 편이에요.,그 펄 좋아해요? 아니면 무펄 좋아해요? 
870,혹시 부채 가격은 얼마에요? ,폼 안에 있어요.
871,오늘은 무척 졸린 아침이에요. 이제 평일에 절반을 왔어요. 조금만 더 힘내요! 얼른 하루 일과가 끝나고 순정이랑 문자 하고 싶어요. ,이제 졸린 건 괜찮아요? 맞아요. 이제 절반이 지나가고 있고 소나기도 힘내요. 나도 소나기랑 같은 생각하고 있었어요. 학교가 빨리 마치기를 기다리고 있었어요. 통했네요! 
872,저 어렸을 땐 밥 떨어지면 옆집 가서 밥도 한 그릇 얻어오고 그랬는데 너무 새마을 시대 얘기인가요? ,집에 부모님 계신데도 밤중까지 옆집에서 놀다가 자고 그랬죠. 일반 주택이었는데 방을 하도 많이 만들어놓아서 15가구가 사는 집에서도 살아봤네요. 빌라나 연립 아니고 그냥 주택인데요. 놀러 갈 집이 14개에요.
873,좋은 아침이에요.,좋은 오후에요. 
874,"아, 제발 학교 가게 해주세요.",학교를 가게요? 
875,퇴근 시켜주세요.,너무 졸려요. 집에 가게 해주세요. 저 오늘 매우 바쁜 하루였어요.
876,수련회 다녀올게요. 휴대폰 압수한다는데 제가 무사히 밀반입할 수 있을지는 잘 모르겠어요. ,할 수 있어요. 파이팅! 
877,내일 회사에서 점심 준다는데 설렁탕이랑 갈비탕 중에 뭐 먹을까요?,갈비탕이요.
878,이 동네에선 골뱅이무침을 파는 곳이 없네요.,직접 만들어 먹는 거예요! 
879,"감기네요. 안돼, 나 오늘 범토로 자막인데 머리 아프고 귀 아프면 안 돼요.","안돼, 아프면 안 돼요."
880,곱창에 소주 마시고 싶어요. ,입원 하고 싶나보죠!
881,썸라 수학 여행 사진 보니까 나도 수학 여행 가고 싶어요. ,수학 여행 재밌지만 지금 너무 피곤해요. 어제 밤새 놀았어요. 
882,밥 뭐 먹죠? ,밥이요.
883,여행 가는데 하루 칠만 원이 비싸다고 하는 친구랑은 앞으로 정말 여행 못 다니겠어요.,"와, 체리님 데자뷰가 느껴져요. 저도 며칠 전 똑같은 상황을 겪었어요."
884,주 7일 야간 너무 힘들어요. 6개월 하고 보름 남았네요. 이렇게 돈 모아서 뭘 하고 싶은 걸까요. 도대체.,돈은 일단 모아두면 좋아요.
885,공항 도착했어요.,어디 가시나요? 
886,"아니, 내가 에코백을 이상하게 메나요? 에코백이랑 옷이랑 너무 빠르게 쓸리니까 열 나서 맨날 옆구리가 더워요. 에코백이 불타고 있어요. 매일 ",나는 팔로 누르거나  에코백을 어깨에 멘 상태에서 가방끈을 잡거나 해요. 
887,자외선 차단제 안 바르고 돌아 다녔더니 피부가 빨갛게 올라오면서 쓰리고 아파서 피부과 가고있어요.,어젯밤에 가렵고 따갑더니 지금 피부 다 뒤집어졌어요. 알레르기 없어졌으면 좋겠어요. 
888,롯데월드! 가고 싶어요.,제가 연차가 없고 주 6일이어서 모르겠는데요. 한 번 알아는 보죠.
889,전 모든 비행기가 이만한 줄 알았는데 제주항공 타고 생각이 싹 바뀌었어요.  ,동훈이 후쿠오카 가요? 
890,날씨가 너무 좋아서 화나네요.,너네 오늘 어디 갔어요. 
891,"아, 여름에 글램핑 가고 싶어요.",글램핑이 뭐예요?
892,어제 졸은 거 지적 받은 것 때문에 오늘 좀 열심히 하려고 했더니 너무 열심히 했어요. 안돼요. 일이 없어지면 난 또 졸아요. ,어제 해주기로 한 거 주세요. 
893,교수님 스킨십 좀 그만했으면 좋겠어요. 딸 같아서는 너무 핑계 아닌가요? ,너도 교수님 허리랑 등 퍽퍽 때리고 아이구 저희 아빠 같아서요! 다 늙어서 이젠 뭐 가까이 있는 것도 안 보이시고 아유 걱정이 많아요. 
894,학교는 귀찮아서 안 가는데 오프가 없으니까 하루 종일 할 게 없네요. 오늘은 뭘 하죠? 놀러 가고 싶어요. ,우리 학교 와요.
895,6월 방학 때쯤에 친구랑 오사카로 가자고 계획은 짰는데요. ,슬슬 예약을 해야 할 텐데요? 
896,왜 내 친구들은 다 중국 여행 비추천이라고 할까요?,중국 여행 저는 너무 좋았는데 어디로 생각 중이세요?
897,떡국은 그냥 그 자체로 식사인데 밥을 주는 건 뭐 하라는 얘긴가요? 밥 말아 먹으란 건가요 아니면 밥하고 같이 먹으란 건가요? ,떡국 다 먹고 모자라면 밥 말아 드세요. 
898,몽쉘 서른마흔다섯 개 먹고 싶어요. ,일단 내가 보내줬던 케이크나 먹어요. 기간 연장 다시 해놨어요. 
899,병원 가야 했는데 어제 먹은 약이 수면 유도효과 있었네요. 너무 많이 자서 망했어요. 목은 아직도 아프고요. ,뜻밖의 딥 슬립이네요. 
900,용마 랜드도 막힌 건가요? 어떻게 다들 다녀오신 거예요. 그냥 우리 집을 부시고 싶어요. ,막힌건 아니고 돈 내고 입장이래요.
901,"토요일 오전에 미용실 예약했고, 그 보다 더 오전에 병원 예약했어요. 토요일에 저 바빠요. 병원, 미용실, 자석. 그 다음에 나랑 놀아 줄 사람있나요. ","오, 미용실 거긴 얼마에요?"
902,디퓨저가 뭐죠? ,가게 가보면 뭐 투명하고 작은 유리병에 기다란 막대기 꼽혀있는 거 있잖아요? 
903,뭔 맛이죠? 딸기 바나나는요.  ,딸기 바나나 주스 가게 같은 데가 엄청 많더라고요. 은근 먹을만해요. 딸기의 상큼함을 바나나가 가린다는 게 문제지만요. 
904,나 빼고 다 일본이에요. ,저 대군데요. 
905,시작해요.,다녀 왔군요. 난 금요일에 가려고요! 
906,음. 비트코인만큼이나 리니지의 아덴도 역사 깊은 대체 화폐려나요?,비트코인은 아직 금 같은 투자 자산 정도로 인식되고 있지만 아덴은 실제 활용되는 외화죠.
907,상해 안 가는 사람은 삶의 의욕을 잃네요.,아치님 힘을 내요. 제가 대신 보고 올게요.
908,비 온다더니 어디가 비가 와요. 바이크 타고 출근할까요.,토 사장님 가게 오픈 시간 무렵부터 벤더님 퇴근 전까지 비 올 확률이 높게 책정되어 있네요. 아아. 바이크 안돼요.
909,프로메테우스 안 보고 그냥 에일리언 봐도 괜찮을까요? ,저는 커버넌트 본 뒤에 프로메테우스 봤는데 프로메테우스 보면서 무릎을 탁! 치게 되는데 둘 다 괜찮긴 한데 웬만해선 프로메테우스 보고 커버넌트 보는 것도 좋다고 생각해요! 
910,햄버거? 롯데리아? 무슨 일 있나요? ,이랑님 좋은 아침이에요! 롯데리아에서 데리버거 900원에 팔더라고요. 저는 햄버거에 사족을 못 쓰는 사람이라서요. 
911,점심 먹기 귀찮은데 뭘 먹으면 좋을까요?,유부초밥이요. 는 제가 아까 먹은 거예요. 
912,밥은 원래 안 먹고 살았으니 자는 걸 선택하기로 했어요. ,전에 했던 디엠 내용을 손짓할게요.
913,커피 사서 들어갈까요? ,네. 저도 사 들고 가고 있어요.
914,토끼 인형 사고 싶어요.,저거 팔아 줬으면 좋겠어요. 테마머니 저거는 뽑기라던데요. 너무 가혹해요.
915,여러분 옷 가게 많은 곳 추천 좀 해주세요. ,잠실 지하상가 어때요? 
916,내가 먹어 본 부대찌개 중 최고예요. 의정부 보다 더 맛있어요. 인천의 모 부대찌개 집이에요. ,금수 부대찌개죠! 
917,요새 혼자 밥먹는 거 진짜 익숙해졌어요. ,지금까진 혼자 밥먹는 거 안 했단 소리네요. 인싸세요? 
918,주말 아르바이트 구했어요. 드디어 돈 벌 수 있어요!,와아앙. 축하드려요.
919,아싸. 강남 쪽에 항시 파스타나 리조또 먹을 수 있는 곳 찾았어요. 이제 헤매지 않아도 돼요. ,완전 뿌듯하군요.  
920,"홍대, 합정, 망원 뭐 이쪽 주변에 평일 밤에 조용하고 깔끔하고 맛있는 음식 파는 곳 어디 가 좋을까요. ",조용했던가요. 파스타 가게라서 시끄럽지는 않을 것 같은데요! 
921,무민 우유 사 먹고 싶은데 어느 편의점에 파는 거죠?,지에스에 있어요. 회사 분이 벚꽃우유 사시는 거 봤어요! 뚜껑에 달린 피규어가 귀여웠어요.
922,거기 만큼은 맛이 없었어요. ,약간 다 다른 맛이에요. 가게마다 스타일이 다른듯해요.
923,나도 오사카 가요! 근데 우리 가족들 도쿄는 왜 다 떨어졌어요? 도쿄도 가고 싶어요.,"오, 초면인데 반가워서요. 저도 오사카 가게 됐어요! "
924,비트코인도 그렇고 총량이 정해진 자원인데 이게 가격이 상승하는 이유를 모르겠네요. ,"일단 지난주 랜섬웨어로 대중의 관심이 다시 돌아왔고, 이 상황에서 트럼프 탄핵 위기로 안정 자산이 급등했어요. 여기에 22일인 비트코인 피자데이 한중일에서 비트코인 관련 사업 체결 등등 버블 끼기 딱 좋아요."
925,"오, 우리 회사 근처 우체국 직원 옐키네요. 내일 앨범 드려야겠어요.",누구 좋아하는지 궁금해요.
926,6월 3일에서 5일 도쿄 항공권 30만 원대 라면 질러도 되는 건가요?,여름의 도쿄는 최고죠! 세오님 집 비우면 플레이 스테이션 털러 갈 거예요.
927,내일은 쉬는 날이니까 바다 갈래요. 가서 음료수 하나 사서 아무 생각 없이 멍 때려야겠어요. ,슬리퍼 신고 운동복 입고 나가야죠. 화장은 생략하고요. 
928,집 안 가고 학원 가는 중이에요. 집 가고 싶어요.,집에 가버려요.
929,진짜 진짜 진짜 좋아하는 윤딴딴이 우리 학교 축제 오는데 내일 학원 공부 때문에 못 가는 거 실화에요? ,그렇지만 학원 내뺀지 이틀 밖에 안 됐어요. 
930,우리 집 앞에 이렇게 장미가 활짝 폈는데 왜 난 몰랐을까요?  ,이쁘네요.
931,"아, 이거 너무 끌리네요.  ",사세요.
932,저녁 뭐 먹을까요. 오늘 첫 끼에요.,햄버거요.
933,짝남이 계속 나한테 말 시켜서 설레요. 나는 인사도 겨우 하고 부끄러워서 말 못 거는데 오늘 윤리 시간 마지막에 십분에만 걔가 인사 먼저 하고 말도 두 번이나 먼저 걸었어요.,메시지로 썰 풀어주세요. 언니.
934,시사회 안 되면 일반 관 조조라도 보고 싶은데 제가 회사를 가네요.,저 사는 곳은 조조가 늦게 해서 끝나면 점심시간이에요.
