,Q,A
580,집 가는 길에 찾아봐야겠어요.,저도요. 
581,우선 입원은 4일 정도 예상 중이에요. ,혼자 아파서 어떡해요.
582,좀 소나기 같긴 한데 우산 안 쓰긴 그럴 정도로 쏟아져요.,서울인가요?
583,어딘지 알았던 것 같은데 학원 빼고 갈까요?,미성년자한테는 안 팔아요. 공부하세요!
584,예쁜 이내님이잖아요! 생각 좀 해볼게요.  ,꼭 가기에요. 이내는 물리치료 받으러 가니까 굼이도 운동 가요.  
585,돈이 없어요.,"아, 그러고 보니 개인 트레이닝 받으면은, 돈이 어마 무시하네요. "
586,왜죠. 15만원에서 빠듯하게 열심히 살고 있는건데 더 줄이면 보이콧 들어가요.,더 줄여도 살겠구나라고 음성지원이 어디선가 들리는 건 제 기분 탓이겠죠?
587,바로 검색해봤는데 가격 보고 바로 닫았어요.,에스쁘아랑 브이디엘도 쿠션 파운데이션 색 잘 뽑았던데요! 
588,안돼요.,"다크소울3, 말만 어렵지 쉬워요. "
589,씨스타 언니들 좋았는데요.,I Swear 사람들 다 별로라 그랬는데 나만 들었어요.
590,작년에 갓 태어났을 때 주먹만 했는데 지금 저렇게 커졌어요. 그래도 여전히 귀엽죠.,귀여워요.
591,우리 집 앞이요.,저 가게를 원한다고요? 알겠어요.
592,"그냥, 맛있잖아요? ",하긴 운동한다고 먹는 거 아니고 양념해서 먹으면 최고로 맛있긴 맛있죠. 
593,일단 디자인도 탐나네요. 같이 돈 반반해서 일년씩 쓸까요? ,재작년에 사서 엄마 드렸어요. 
594,하지만 정확히 발등으로 가격해야 하는 판단력이 필요한걸요?,안 사야하는 이유가 또 늘었군요.
595,오셔서 매출을 좀 올려주신다면 하루라도 빨리 갈 수 있을 거예요.,원정 가고 싶지만 그놈의 입시란 게 문제네요. 중랑구 오실 때쯤이 연말쯤 되신다고 하셨으니 그때쯤이면 매출 띄워드릴 수 있는데 말이죠.
596,전 날씨에 대해 잘 찾아보지 않아요. 게다가 맨날 새벽에 나가니까요.,뉴스에서 한 삼일 전부터 오늘 비 오고 기온 떨어진다고 난리 쳤어요.
597,네. 오랜만에 먹었는데 입에서 살살 녹고 너무 맛나요.,좋겠어요!
598,마트 거는 그러려니 하지만 가게에서 하니까 기대하고 먹었는데 마트 맛이 나서요.,"음, 그러고 보니 예전에 종로에서 무제한 뭐 그런데 가봤는데 마트 거만 못했던 기억이 나네요."
599,"그래픽 카드만요. 바꾼지는 4, 5개월쯤 된 것 같은데 친구들한테 말해봤다가 시큰둥해서요. ",얼마에 팔려고 하셨길래요? 
600,그러겠죠. 설마 내 안부를 묻겠어요? ,어제 마감하고 지하철 막차 타는데 뭐 하면서 지내냐며 묻더라고요. 가게 차린다 하니깐 직원 몇 명 구할거냐던대요. 
601,"맛잇는 게 많아 보이던데, 근데 그냥 국밥 하나 더 먹는 게 이득일 거 같아서 국밥 먹게요.",가성비 갑 국밥 인정해요. 
602,올 때 유럽산 맛난 거 사 올게요.,오예! 어서 갔다 와요! 
603,새우튀김도 세 개나 주셨어요.,새위튀김 너무 먹고 싶어요. 기름지고 바삭하고 맵고 자극적인 거 먹고 싶어요. 
604,어디로 가실 것 같으세요? ,부모님과 같이 가는 여행이라 의견 조율을 해야 하는데 부모님은 미국 서부 쪽 가자고 그러고 전 기왕 갈 거면 동부 쪽 가고 싶고 그래서 아직 못 정했어요.
605,"무슨, 오빠 생일 선물이에요.    ",부러워요.
606,지하철이에요.,나오면 맞고 가요?
607,짐을 줄이는 중이라 쓰던 것도 아름다운 가게에 기증했는데 역시 다시 사야겠어요.,집사들의 운명이에요.
608,바꾸고 싶긴 한데 이게 제가 마음대로 바꿀 수 있는 게 아니라 부모님도 이해하셔야 하니까요. ,"아니, 인터넷 하는데도 와이파이가 안되면 바꿔야죠!라고 하면서 바꿔요. 저희 집도 얼마 전까지 너무 와이파이가 안돼서 남동생이 핸드폰에 게임 까는데 2시간 걸렸어요. 그래서 바꾸고 지금 5G 쓰는데 굉장히 좋아요! "
609,"아, 우산은 다행히도 챙겨서 나왔어요! 기껏 밖에 나왔더니 비가 너무 많이 와서 걱정스레 남긴 트윗이었어요. 윤빈님 걱정 마세요! ",다행이에요! 요즘 갑자기 또 으슬으슬하게 추워져서 비 맞으면 감기 걸리지 않을까 내심 걱정했는데 우산 있어서 다행이에요.
610,생리통이요.,약은 드셨어요? 일단 배 따뜻하게 하고 따뜻한 음료 마시고 있으세요! 생리통은 정말 답이 없어요.
611,언니 최고예요. ,먹고 싶어요. 
612,우와! 갈래요! ,신주쿠? 나도 갈래요! 
613,안 가고 지금 밥 먹고 후식으로 초콜릿 먹는 중이에요.. 열덕이는 오늘도 맛있는 거 먹었더라 부럽게요. ,잘했어요. 돈 펑펑 썼어요. 하루 일당 다 쓴 것 같아요.
614,그러게요.  내가 매일 가서 가게가 유지될 만큼 사 먹을 수 없으니 경영상 문제로 문을 닫아도 어쩔 수는 없지만 참으로 우울하네요. 이젠 제주도에 가서 고등어회를 먹는 수밖에 없네요.,고등어회는 동쪽 바다에서도 먹을만 한데  생각해보니 이동 시간이 제주도랑 별 차이가 없을 것 같기도 하네요. 
615,알바가 매 번 바뀌어요.,"그렇구나, 생각을 못했네요."
616,"집에서 미숙하게 만든 수분이 부족한 버석버석한 고기, 김치만두라고 했는데 김치 맛은 코빼기도 느껴지지 않는 이 허무함, 6개라는 애매한 양과 2,500원의 가격, 그리고 냉장 판매네요.",판결 내릴게요! 사형!
617,근데 가방을 아직 못 샀어요.,이런 오늘 안에 살 수 있겠어요? 배고파요. 저녁 뭐 먹을지 생각해봐요.
618,진짜요? 언니 돈 얼마 들었어요? 좋았어요? 우리는 우리가 직접 정해서 가래요. ,우리 20만 원 좀 넘게요! 생각 보단 재밌었어요! 
619,그래서 뚜껑 닫고 멀리 버렸죠. ,잘했어요. 손으로 잡을 엄두도 안 나지 않아요? 몸이 통통하잖아요.
620,이건 이쁜 컬러 렌즈예요. 평소엔 안경 쓰거나 원 데이 렌즈 써요. 추천 감사해요.    ,그렇군요. 
621,오사카 나 다녀오고 시간 빨리 지나가서 우리 몬쇼도 빨리 보내주세요!,갔다 와서 후기 많이 말해 주세요! 
622,그럼 우리나라도 지역 축산을 바로 이용하면 만들 수 있는데 중앙에서 가공 시간이 걸리는 과정을 거쳐서 그런 건가요. 안타깝네요.     ,아무래도 날 요리는 더 위험하니까요. 찾아보면 있을지도 모르지만 많이 있진 않을 거예요. 
623,진짜요? 사실은 홍대 가고싶은데 제가 건대 가기엔 생활기록부가 안 좋아요. 걔네는 종합만 뽑던데 홍대는 교과도 뽑아요. 3호선은 자주 안 타시나요?,홍대 되시면 진짜 저희 동네랑 가깝네요! 와와! 근데 3호선은. 음. 그저 울지요. 
624,그러면 금요일은 어떠세요? ,"지방이라 케이티엑스 타고 가면 50,000원 들어요. 눈물 나네요."
625,제가 빠른 년생이 아니라 몰랐네요. 이걸 음력으로 치는 거였다는 걸요.    ,음력으로 12월까진 아니고 무조건 양력으로 2월 28일 또는 29일로 자르는 걸로 알고 있어요.
626,"가격도 그렇고 음식도 맛있고, 문화도 좋고, 심지어 쇼핑할 맛도 난다며 강력 추천했어요.",신혼여행지잖아요. 
627,타마고예요! ,메모 메모 메모 캡쳐할게요! 
628,맞아요.,어휴 . 술 꾼이시네요. 
629,해물파전 같은 거에 막걸리 한 잔 어때요.,해물파전이 되면 파전 가격이 껑충 뛰는 게 단점이지만요. 완전 비 올 때 필수 메뉴죠. 
630,코칭 받을 생각인데 내가 너무 약해서 당황하시면 어떡하죠. 걷기만 해도 숨 차는 사람이 헬스장에서 할 수 있는 게 뭐가 있죠? 요즘 최대 관심사네요.,가끔 심한 사람들은 왜 여기왔냐고 병원을 가야지 한다던데요?
631,요새 자꾸 병원 가게 돼서 드는 생각이에요. ,심리적인 거 아닐까요? 
632,그렇군요.,그리고 베이스는 가격이 부담 돼도 좀 가격대 있는 게 좋아요. 그나마 가격대 괜찮은 건 마몽드! 아님 지베르니나 브이디엘이 좋아요! 
633,죽 너무 역해서 못 먹겠어요. 결국 한 끼도 못 먹었어요.,아무것도 못 먹었어요? 지금은 아까보다 낫나요? 
634,"아, 그럴까요?","네, 냄즌이가 읽은 책이니 좋을 거예요. "
635,"연어, 연어도요.",추천하는 초밥집은 왕십리에 있어요. 
636,이제 맨날 떡볶이만 먹게 되는 건가요. ,살쪄요! 
637,"너무 좋아요, 가격 좀 만 내려갔으면 좋겠어요.",맞아요. 제발! 
638,저희는 다른 것도 대용량으로 몇 개 더 있지요! ,저도 있지요! 콘푸라이트 엄청 많지요. 
639,몇 만원 정도 하는 줄 알고 땀 흘리고 있었는데 다행이네요. 얼른 vod 올라왔으면 좋겠어요.,"저는 보통 네이버에서 구매하는데 애니는 대부분 2,500원이더라고요! 나도 목소리의 형태 vod 기다리고 있어요."
640,주피님 초밥! 너무 좋네요! 근데 아마 초밥 하는 친구가 있을 것 같아요.,"너무 흔한가요. 그렇다면 역시 근대, 문호, 인간 실격 사러 가시죠!  "
641,중간에 길 잃어서 다시 가는 중이에요. 근데 이 와중에 정류장도 몰라요. 진짜 웃기는 인생이네요.,"어떻게 해요, 맞게 가고 있어요? 지금은요?"
642,학원이요! ,늦은 시간까지 고생 많았네요.
643,좋아요. 언니 만날래요! ,나 퇴근 늦는데 괜찮아요? 6시에 퇴근이에요. 
644,급히 전화해서 가고 있어요. 가게 직원분께서 갖고 계시대요. ,진짜 다행이에요. 저도 얼마 전에 호텔 놀러 갔다가 옷 두고 나와서 카운터에 물어서 겨우 찾았었어요. 
645,아아. 나는 현수막 걸린 거 보고 설마 했는데 진짜 팬 사인회 올 줄 몰랐어요.,오늘 진짜 무슨 날인가요. 제가 못가고 못하는 것만 엄청 뜨네요.
646,저도 할인해서 사는데 한 게 왕복 7만 원쯤 나오더라고요. 지방 사람은 너무 서러워요. ,그러니까요. 그렇다고 무궁화는 너무 느리고 ITX 탈 거면 차라리 KTX 타죠. 지방은 울어요.
647,당근 당근 좋지 좋지요. 얘기하면서 해요.,언니랑 얘기하면서 밤 산책이라니 설렜어요. 
648,버스 타야 되는데 무서워서 막 도망 왔어요. 계속 정류장에 서있어요. 신고해야 할까요? 술 마신 거 같아요.,꼭 버스 타고 가셔야 하나요? 택시라도 타세요. 이런 일 되게 많이 본 것 같은데 경찰에 신고해도 별 도움 안 되는 것 같더라고요. 신고하셔도 월비님 시간만 버리실 것 같고요.
649,데이디데이요. 옷 예뻐서 샀는데 검색해봤더니 배송 느리다는 후기만 잔뜩 있더라고요. 금요일이 소풍인데 체육복 입고 가게 생겼어요. ,심지어 전화도 잘 안 받아서 문의 글만 계속 올리고 그래서 데이디데이는 최소한 한 달 텀 갖고 시켜야 한다는 친구의 말도 있었고요. 
650,그럼 가신다면 몇 시쯤에 가실 건가요?,음. 잘 모르겠지만 간다면 4시 쯤 갈 것 같아요! 늦어도 5시 안에는 갈 거예요! 
651,전시회요.,나도. 못가요.
652,목돈 쓴 것도 아닌데 이만큼 나오네요. 솔로일 때랑은 비교도 안되죠?,놀랐어요. 돈 많이 벌어둬야겠어요. 
653,네? 진짜에요? ,사실상 명태버거예요. 
654,토요일에 가게 된다면 11시 쯤에는 올 거 같네요. ,아. 
655,떡볶이! ,우와. 꼬르륵. 
656,아니에요! 저도 공부 접었는걸요!,내일 수학 7점 짜리 수행평가 있는데 이러고 있는 저는요?
657,그러게 너무 안 올라와요. 한국 노래야 최신곡 아는 게 없으니 올라오던 말던인데요. ,한국 곡이야 뭐 올라오든 말든 전 지금 당장 하로곡을 원한단 말이에요.
658,네! 콜라랑 녹차 그리고 커피는 목에 유해하니까요! 감사해요. ,"아, 맞다. 혹시 빅맨님은 이거에 대해서 아시는 거 있나요?"
659,응! 하루에 출퇴근 3시간 반 정도 단축시켰어요! ,고생했어요 정말. 
660,무슨 소리죠 저 정말 모범생인데요.,어이가 없네요. 정말. 
661,이마트 멀어요. ,가져다 줄까요? 
662,그거 하루님이 링크 주셔서 보면서 해도 감이 안 오고 어렵네요. ,아니면 마을에 오픈된 집들 몰래 들어가서 예쁜 인테리어나 가구들 구경하시고 마음에 드는 거 있으면 홈페이지에서 찾아보세요. 
663,저 아직 버스 안 탔는데 타면 바로 자버리려고요. ,그저 빨리 집 갔으면 좋겠고 웃긴 거 보다가 자야겠어요.
664,그러게요. ,"그 덕에 sns에서 편한 사람들 끼리 만나서 밥, 간단한 술 먹고 헤어지는 모임도 있더라고요. "
665,션쟈 오면 같이 가요! ,"네, 저기 싸고 양 많대요."
666,이네님. 술 마시기 전엔 바나나를 먹으래요.,제가 밖에서 마신 건 상관이 없었는데 집에 와서 술 마시고 지금 지옥의 속쓰림을 겪고 있어요. 약 먹었는데 말이에요. 아. 님 조심하세요.
667,"아, 역시 오빠있는 분들은 연락을 잘 안 하는 거 같네요.    ",저흰 심지어 나이 차도 꽤 나서 더 그런 것 같아요.
668,늘 하는 일인 걸요? ,그래도 일한다는 거 자체가 대단한 거니까요. 무슨 일이든 쉬운 일이란 건 없기도 하고요. 
669,그래서 이누야샤를 끊고 도라에몽을 봤더니 퉁퉁이가 되고 싶었어요. 왜냐면 세고 노래 잘 부르니까요. ,그래서 가수의 꿈을 키우게 되었어요.
670,무슨 소리예요. 너도 가는 거예요.,저는 춘천에 살아서 가족이랑 가는데요. 
671,오늘 진정한 치즈의 향연을 배달로 드신 분이 여기 있네요. ,떡볶이 맛있어 보여요. 
672,"아니, 무슨 게임하는데 계속 무슨 냄새가 나더라고요. 그래도 나름 일반 담배는 아닌지 냄새가 좀 다르더라고요. 전 담배를 못 피지만요. ",전자 담배 업장인가보군요. 
673,룰라님 슬로건을 인질로 주신다면요. 진짜 너무 먹고 싶지 않아요? ,네. 진짜 끝나고 가면 딱일 거 같은데 그 시간에 열까요? 
674,지금 확! 여름휴가 때 가버릴까 고민 중이에요. 가족들이랑 같이요.,가족 여행은 비추천해요! 
675,톺님 집 가는 길에 톺님 답장을 받다니 전 너무 행복한 사람이에요. 나왔을 때는 비가 안 오더니 갈수록 부슬부슬 오네요. 그래도 지금은 버스 탔어요. ,요새 비오는 타이밍 정말 안 좋아요. 비 많이 맞지 않으셨죠? 들어가시자마자 샤워 하셔야 해요! 
676,동백작 거울 크기 얼마였는지 몰라서 작은 거 했더니 너무 작아요. ,조그마하면 더 귀엽고 파우치에 쏙 들어가니까요.
677,과제 파티에요. 진짜 서울 가고 싶고 시간 나면 바로 말할게요. ,그래요. 진짜 수행 파티 다 부시고 싶네요. 
678,그러니까요. 방금 먹어봤는데 맛있네요. 아니 어쩜 세상에 이런 치킨이. 심지어 커요.,맞아요. 맛도 짭짤하고 바삭한 것이. 크기까지 커서 뜯는 맛이 있어요. 가격도 괜찮고 그래서 자주 사 먹게 돼요.
679,합정 레이식당이에요! 진짜 맛있어요. 제발 가주세요.,만약 합정 가게 될 일이 있으면 꼭 갈게요. 명란 파스타 킬러이기 때문이죠. 
680,해롱냥. 경계 중이라고요. ,오. 잘 해주면 금방 부비작 댈 거예요. 마치 해롱처럼요. 
681,어디서 주로 사세요? 양말을 물어본다는 게 주어를 뺐네요. ,양말은 저도 모르겠어요. 최근엔 무지에서 사봤는데 보통 인터넷에서 사요. 오프라인에서 사고 싶어요. 
682,일요일에 집 근처에 트럭이 와요. 그건 안 씻고 나갈 수 있어요.,그래요. 그때 있는 돈을 전부 털어쟁여두도록 해요.
683,허무해요.,영업 잘 되고 뭐 그런 거 상관 없이 갑자기 바뀌는 거 같아요. 너무 속상했어요. 
684,아픈 거라든지 그런 거 좀 참는 경향이 있어서요. ,너 때려도 참고 있을 거예요? 
685,즉석 떡볶이도 너무 당겨요. 쫄면이랑 라면사리 넣어서 바글바글. 주꾸미도. 매운 거 잃고 싶지 않아요.,아 너무 좋아. 빨리 6월이 왔으면 좋겠어요. 빨리 조지러 가게요.
686,"친구네 농장에 놀러 와서 낚시도 다니고 농장 일도 도우며, 시골 라이프를 즐기다 토요일에 라붐이들 보러 가려고요.",부럽네요.
687,점수가 엄청 들쑥날쑥해요.,잘하시는 과목이 있으신가 보네요? 
688,그러게요. 그러고 싶은데 그냥 알코올이랑 다를 바 없는 소주를 마실 수밖에 없네요. ,소주가 좀 더 맛있으면 좋겠어요. 
689,"고마워요, 언니! 나중에 서울 가게 되면 만나서 밥 먹고 해요! ",네. 케양이랑 먹는 밥은 맛있겠죠. 서울 꼭 오세요.
690,고생했어요.,푸린도요. 앞으로 더 고생길이지만요.    
691,일체 형이 하나 있어서 자리가 없긴 한데 그것도 고민 이네요.,가격 생각하면 데스크탑이 최고인데 역시 자리 차지를 무시할 수 없으니까요. 친구가 집에서 오버워치 할려고 데스크탑 맞췄는데 55만 원에서 60만 원 정도였다고 하더라고요. 
692,포크면 돼지고기인가요? ,"맞아요. 수육용 돼지고기 사서 후추, 소금으로 시즈닝 하고 무염버터로 구워내면 돼요. "
693,네.,"엄청 좋은 걸로만 하는 건 무리겠지만, 중고 가구에 조금 저가형 기계식 키보드 정도면 빵빵한 친구들 맞춰볼 수 있죠. "
694,부러워요. 얼마에요? ,"한 사람 당 20,000원이에요. 이게 도둑이지 사람인가요. "
695,빵훈님도 조심하세요. 요새 움직이는 효과도 들어가고 그래서 완전 무섭네요. ,무서운 거 너무 무서운데 자꾸 손이 가요. 효과 있나 없나 손가락으로 가리고 샥샥 넘겨 봐요. 
696,우리 가게요. ,이런. 
697,프랑스 여행 중이에요! 아. 다른 나라에 비해 비싼 거였군요. 어제 저녁에 먹은 프렌치 레스토랑 가격의 10분의 1 정도 나와서 역시 싸다고 감탄했어요. ,프랑스 여행 즐겁게 하세요! 
698,근데 전 컴퓨터로 하는 게 포토샵과 일러스트레이트뿐이라 굳이 기계식 키보드가 필요하지 않다는 그런 느낌이랄까요! ,하지만 저도 게임을 많이 하지만 포토샵 이런 거 할 때도 타탁타탁 경쾌해서 좋은 것 같아요. 가격도 제 것 하얀색에 되게 이쁜데 오만 원도 안 되고 괜찮은 것 같아요! 
699,내일 1교시요. 지도안만 짜고 자야지 했는데. 전 글러먹었어요. ,1교시면 지금 자도 잠 모자랄 텐데 과제가 오늘까지예요? 
700,"이 정도면 진짜 소울 메이트급이네요! 사격을 잘하진 못 하지만 좋아하고, 노래방도 10년째 사랑 중이에요. 방 탈출이 자주 하기엔 가격 부담이 있는 편이지만 소셜 이용하면 나름 저렴하게 즐길 수 있어요! 저는 방 탈출 폐인이에요!",루시님이랑 한탕 하러 가야겠어요. 다 돌아요! 방 탈출은 루시님이 잘 이끌어주실 거라고 믿어요.
701,타르틴은 어딘가요? 타르트인가요?,네. 타르트 전문점이요! 거기 타르트 맛있어요!
702,한 번 혼자 해봤는데 계산하기 너무 복잡해요.,항목 다 알아서 뜨는 거 아니었나요? 회사 다닐 때는 세무서에서 해줘서 그런 건가요?
703,가게 되면 남자친구한테 거짓말을 하고 가지 않을까 싶어요.,죄책감 들겠네요.
704,그렇군요! 저 계절학기까지 이렇게 다녔다간 진짜 다음 학기 내내 링거 꼽고 누워있을 거 같아서요.,세상에. 통학은 너무 힘들어요. 저 고시텔 사는데 집에서 사는 것보다 훨씬 편해요. 사실 고시텔보단 보증금만 괜찮으시다면 원룸 사시는 걸 추천해드려요.
705,나도 이번 주에 갈 거 같아요! 나 가면 꼭 만나요. ,응. 이번에는 꼭 봐요!
706,다 먹었어요. 그게 남아있을 리가 있나요.,다시 만들면 되죠!
707,촌놈이래요. ,아니에요. 갈 수 있어요. 같이 가요!
708,요새 가격 막 30만 원 후반에서 40만 원사이던데요. ,좀만 참을걸 그랬나 봐요. 그래도 상태는 좋아서 만족해요.
709,너 용인 살아요? ,네. 경전철 탔어요? 
710,전 너구리 먹는데 사실 짜왕이 더 먹고 싶어요. ,짜왕은 없으니 짜파게티를 끓일게요.
711,다행이군요. 단님 일찍 일어나셨네요.,학교 가는 버스가 많이 없어서 9시까진데 지금 가고 있어요.   
712,승리고로 전학 갈까요. ,가야겠어요. 
713,무펄이요! ,"200년 된 초코 가게도 예쁘고, 베이스 깔 거는 카페오레 젤리 쓰고 있는데 붉은 기 없어서 코 쉐딩도 같이 할 때도 괜찮고 뭐 에뛰드는 유명한 거 많잖아요. "
714,네. 이제 괜찮아요. 답이 너무 늦었어요. 미안해요. 이런저런 일들이 좀 겹쳐서 바빴어요. 그래도 순정이 보려고 빨리 끝내고 왔어요! 이제 마무리만 하면 끝나요. 얼른 순정하고 문자 하면서 쉬고 싶어요. ,"괜찮아요. 바빴으면 힘들었겠어요. 얼른 마무리하고 나랑 문자 하면서 쉬어요. 나도 하던 일 얼른 마무리하고 올게요. 아, 나 오늘 새 안경 맞추고 왔어요. 디자인이 마음에 들어서 좋았어요. "
715,네? 콩님 이제 학교 끝났지요? ,빨리 끝났네요?
716,금속 탐지기가 있다 길래 설마 하면서 겁먹어서 결국 냈어요. 물론 그런 건 없었어요.,비행기 타시는 줄 알았어요.
717,"만들기 쉬운가요? 재료비는 둘째 치고, 한번 검색해 보겠어요. ",백 선생 레시피 참고하세요.
718,근데 감기에요. 어제부터 이상하다 했더니 기침은 안 나서 그나마 다행이네요.,여름 감기라니요. 오늘 학교 가니까 푹 쉬어야 할 텐데요. 
719,그냥 그렇다고요! 그냥 먹고 싶어요! ,나도 곱창 먹고 싶네요. 근처에 곱창 가게 많아요. 
720,재밌었겠어요. 나도 수학 여행 가고 싶어요. 수학여행 좋았거든요.,나는 여기에 지뢰 있어서 좀 짜증 나긴 한데 그래도 꽤 재밌었어요. 
721,그러니까 무슨 밥이요? ,아침은 역시 국밥이죠. 
722,진짜 매번 안 맞는 걸 느끼면서 왜 자꾸 가게 될까요? 전 조금이라도 편하게 자고 싶은데 친구는 무조건 저렴한 곳에서 지내고 싶나 봐요.,하. 세상에 저도 똑같아요. 저는 한번 다 같이 여행 가는 거 좀 좋은 곳에 가서 먹고자고 하자니까 그냥 제일 싼 곳 아무 곳이나 가자고 하네요. 답답해요.
723,역시 오사카 가서 술인가요?,인당 1500엔에 2시간 동안 술 무한 리필이면 가게 거덜 낼 수 있나요? 
724,수학 여행으로 제주도 가요! ,"정말요? 학생이셨군요. 너무 잘 그리셔서 성인이신 줄 알았어요. 저흰 4년째 수학여행, 졸업 여행 못 갔어요. "
725,내가 누르나 봐요. 하 너무 뜨거워요. ,에코백이 뜨거워요! 
726,아니요. 형님 도쿄 가요.  ,"아, 저건 저번 거였네요. "
727,과학관 갔어요. ,우린 수원 화성 왔는데 머리 익는 거 같아요.
728,몸만 가는 캠핑이요. ,몸만 가서 형이라고 놀리다가 얻어맞을듯해요. 
729,맞아요. 그거 할게요.,좋아요.
730,"아, 재밌네요.",뭐라고 하면 제 친구는 아빠한테 이러는데요 하세요.
731,가서 뭐 해요!,나 2시 안돼서 학교 끝나요! 
732,그래서 슬슬 여권 만들고 배 편 예약하려고요. ,배 타시는군요.
733,상해 가고 싶었는데 친구들이 너무 별로였다고 해서요. 포님 그때 어디 가셨던 거예요? ,상하이요! 저는 상하이 매년 다시 가고 싶어요. 여름 빼고요.
734,"아 맞다! 오늘 먹을게요. 오, 근데 그거 6월 까지 아니었어요? 벌써 연장기간이 되었나봐요.",만료 15일 전이라고 어제 톡으로 뜨길래 연장해줬어요. 이제 9월까지예요.
735,병원 가니까 역류성 식도염인데 그렇게 숨 못 쉬게 부은 정도는 아니고 식도도 부은 건 무난한데 성대랑 식도 표면이 빨갛게 상해 있어서 자극적인 음식이나 술 자제하고 쉬면 나아질 거래요. 목보다 코 막힌 게 더 심각해 보인다고 했어요. ,뜻밖의 코 막힘이네요. 역류성 식도염에는 위산 억제제 처방 하기도 하는데 심하지 않으면 그냥 쉬는 게 답이에요.
736,"아, 그래요? 이제 폐건물 돼요? 폐건물은 막힌 거 아니었어요? ",폐건물은 막혔나요? 사람들 계속 촬영하는 것 같았는데 아닌가요? 
737,몰라요. 약에 따라 가격 다르던데 전 탈색할 거라 돈 좀 나올걸요. ,잉? 탈색할 거예요?
738,그거도 디퓨저인데 그건 어디에 쓰는 거죠? ,카스가 말하는 거 아니에요? 그거 환풍기 같은 거예요. 
739,전 거제도로 가니 제가 더 고통받는 걸로 해요.,거제도는 돈을 많이 버니 내가 더 고통인 걸로 해요 
740,한번 더 가고 싶어요. 생각보다 시간이 짧았어요.,다 챙겨 보기에 시간 많이 부족한가요.
741,게다가 비트코인보다 훨씬 안정적이죠. 거래도 활발하고요.,환율도 안정적이죠! 
742,그렇군요! 그럼 오늘은 프로메테우스 결제하고 다음에 커버넌트 볼게요! ,"저도 커버넌트, 프로메테우스 봤는데 커버넌트 2차 찍으러 가게 되더라고요. 근데 2차 찍기보단 그냥 프로메테우스 보고 커버넌트 보는 게 더 좋은 거 같아요! 아니 확실하게 좋아요!"
743,일리님 좋은 점심이요! 900원 진짜 엄청 싸네요! 저는 롯데리아 망한다는 말이 있어서 무슨 큰 사건이라도 터진 줄 알았어요.,워낙 롯데리아가 말이 많다보니 그렇죠. 900원에 팔아서 어디에 붙일까요?
744,편의점에 팔까요? 내려가기 귀찮아요.,팔 걸요? 구멍가게가 아닌 이상이면요.
745,저는 틀린 것 같아요. 어떻게 이렇게 살까요. ,약속을 어기면 안 돼요 시로님은 나쁜 아이예요. 빨리 뭐라도 주워 먹고 오세요. 하다 못해 과자나 주스라도 드시란 말이에요.
746,후. 어쩔 수 없군요 이렇게 펌프질을 하시니 커피 한 잔 마셔야겠어요. ,좋아요! 시원한 걸로 드세요! 날이 더워요! 
747,뽑기인가요? 안돼요. 인생 살면서 뽑기를 성공해본 적이 없는 사람이에요. ,저거 인형 뽑기해서 뽑을 수 있대요. 신림역 3번 출구에 있는 뽑기 가게에 토끼 인형 뽑기 기계가 있다고 봤어요. 저도 뽑기 성공해 본 적이 없는 사람이에요.
748,거기도 꽤 있어요? ,부평 지하상가 수준은 아니지만 꽤 있어요.
749,어? 아시는 곳이세요? ,유명해요. 그리고 인천 동네에서 체인점도 많고요. 용현동이 본 점이지만 어디로 가셨을까요.
750,네?,요새 익숙해졌다는 건 이전엔 익숙하지 않았다. 이전엔 혼밥을 많이 해보지 않았다는 건 밥먹을 친구가 있다. 그러므로 인싸네요. 
751,주말 해서 한 달에 36만 원이에요. 행복해요. ,이제 앞으로 아르바이트 죽겠어요. 하고 트위터 하실 때마다 쭈물쭈물 응원해드릴게요.
752,가격도 굉장히 좋아 보여요.,대신에 공간이 아담해요! 학원가 근처라서 가격대 살짝 낮춰서 파는 것 같아요. 전 만족스럽게 먹었어요.
753,초코맛 사 왔어요. 무민 나왔어요!,무민 보고 즐거운 오후 되세요!  
754,저도요.,내일 대신 좀 물어봐 주세요.
755,6월 초면 괜찮지 않을까요! 한 10년 전 7월에 도쿄 간 적 있는데 어땠는지 기억 안 나요. ,더우면 맥주 마시면 돼요! 삼보일맥 하세요! 
756,부러워요. 바다가 걸어서 10분 이라뇨. ,근데 잘 안 가게 돼요. 갈매기들이 깡패예요. 아주.
757,역시 너무 배고프니까 가야겠어요.,집이 최고예요! 
758,그러네요.,너무 사실만 말씀하시네요. 저 첫 콘서트 날 친구 못 만나고 노트북이랑 둘이서 오붓하게 과제 할 듯해요.
759,맞아요. 나 장미 너무 좋아해요.,장미 너무 이쁘죠? 
760,사 주세요.,사 주기엔 좀 가격이 센데요.
761,역시 답은 패스트푸드인가요?,그렇다고 쓸려고 했는데 진뫄님 닉네임이 매우 거슬리니 밥 드세요. 
762,저게 다예요. 중요한 건 가까운 자리가 아닌데 두 번이나 말을 걸었다는 거예요. ,세상에 동갑이겠네요. 같은 반이면요! 
763,제가 입기엔 가격이 너무 크나큰 장벽이네요.,가격이 비싸 보이긴 하네요.
764,시간 금방 가니까 금방 받을 거예요.,그럼 난 졸업이에요.
765,돈이 없어요.,신전 떡볶이 먹을 건가요.
