,Q,A
315,마라탕 특유의 향이 있긴 한데 역하지는 않아요! 제가 이번 주만 한 여섯명 데리고 갔는데 다 처음인데 잘 먹더라고요! ,최소 마라탕 전도사시네요. 다음번에 저도 맛 집으로 인도해주세요.
316,화가 나는 거예요. 이것도 좀 알아주시면 좋겠네요.,"아, 생리하는 기간이나 양도 다 달라요. 제 경우 8일에서 최대 2주까지 하고 몸이 안 좋을 때는 두 달씩 하기도 했네요. 진짜 그때 진통제, 생리대, 탐폰 값에 이를 갈았죠. 뒤로 갈수록 적어진다는 것도 사람 따라 달라요. 전 그냥 콸콸 계속 쏟아져요."
317,네!,저는 바리스타 필기에서 한 문제 틀려서 탈락했어요.
318,그렇죠.,네. 근처 다이소 가봐야겠어요.
319,난 스윗포테이토를 좋아하죠.,"너무 부러워요. 나도 피자 먹고 싶어요, 피자 안 먹은 지 한 반년 된 듯해요."
320,"아, 진짜 맥도날드 최고예요. 언니 맥도날드 꼭 가요.",알았어요. 다음에 한번 가볼게요.
321,"V10 튼튼하다고 해서 믿었는데, 이젠 좀 조심히 써야겠어요. 스펠님 핸드폰도 안 다치게 조심하세요!",이번 핸드폰은 건강하게 저도 맨날 떨어뜨리는데 강화 유리 테두리마다 이 빠지고 금가고 난리 났어요. 핸드폰 1년 이상 못 쓰는 병이 있지만 그래도 나름 애지중지 키우고 있어요.
322,시나리오는 미리 준비할수록 정교해져요! 연락도 하지 못 하게 못 박아 두죠! ,교수님의 추천서로 썼던 건데 6월에 발표가 나서 가게 되었다고 할게요.
323,그래서 학식이 더 개선 안 되나 봐요. 이거 완전 그래서 학식 안 먹을거야? 인데요.,네. 그런 셈이죠. 넓기만하고 편의는 하나도 생각 안 해요. 캠퍼스 안에 버스가 다녀요. 
324,네. 한 번당 오백 원이에요.,싸네요. 우리는 1000원이라 맨날 가격 내려달라고 했던 거 같아요. 
325,우리 애버랜드랑 경복궁이요! 아니 에버랜드요!,저도 놀이공원 가고 싶어요. 저는 강원도에요.
326,이사했잖아요. 가구 먼저 사고하면 고양이 키우기 힘들어요.,알겠어요.
327,네. 다행히도 6월은 완전 널널할 것 같아요. 개인적인 욕심으로 6월에 행사가 많았으면 해요. 그러면 열심히 다닐 수 있어요.,전 슬슬 눈치 보여요. 그렇지만 있으면 또 가겠죠.
328,님 때문에 탔는데 님이 먼저 내리시면 어떡해요.,저 아직 하고 있어요.
329,씻긴 할 거예요. 과제는 오늘 낮의 저에게 미룰게요.,4일 남은 포토샵 시험 치셔야죠. 
330,혼내줘요. ,  
331,"아아, 백수의 향기. ","그만, 그만둬요 "
332,그렇다면 다행이네요. 제가 보낸 멘션이 좀 횡설수설 했네요. 아무튼 잘 부탁드려요.,괜찮아요. 귀여웠어요. 아무쪼록 저도 잘 부탁드려요. 
333,"네. 그걸로 보고있어요. 모니터, 키보드, 마우스, 스피커 빼고 데스크탑 견적 160만원 나오는 거 실화에요?. ","무지 비싸네요, 게임이나 그래픽 작업용 데스크탑이면 그럴만 하긴 하죠. 그래픽 카드가 엄청 비싸요. "
334,스프라도 드세요. 속 쓰려요. ,"나중에 밥 먹으면 괜찮아지겠죠! 여태까지 굶은거 아까워서라도 애매하게 속 채우느니, 그냥 나중에 저녁 먹는 게 좋을 거 같아요! "
335,호해님 드리고 싶어요. 진짜 맛있어요.,슬프네요.
336,네. 아침에 일어나면 나가서 병원도 가고 어. 어. 은행도 가고요! ,엄청 바쁘네요. 
337,맞아요! 저는 편의점에서 일 하는데 교통카드나 그런거 잔액 확인도 앞에 다 뜨는데 계속 물어봐요 다들. 할인 품목 왜 금액 나가냐고 물어보는 사람도 많아요. ,진짜 제발 앞에 있는 글씨 좀 읽었으면 좋겠어요. 진짜 바로 앞에 가격 표 있어도 물어보는 건 왜 인지 오늘 매너 없는 손님 너무 많아서 머리가 아파지네요.
338,그거 외에도 2개 면접 더 봤어요! 어찌 될진 모르겠어요. ,그렇게 면접 합격 해놓고 다른 데 더 면접 봐도 돼요?
339,근데 떡볶이 집은 부평에 있어요! 부평역에서 만나서 먹고 갈까요? ,"앗, 그래요. 저 부평 진짜 오랜만이에요! "
340,아니에요. nc백화점 처음 들어봐서 검색해보니까 저희 집이랑 너무 멀어서 갈 수 있을지 잘 모르겠네요. 그래도 감사해요.,저도 보이면 정이님께 꼭 사진 보내드릴게요! 소품도 가발도 옷도 사려고 하면 안 보이네요.
341,핸드폰 하고 싶은 욕구를 막을 수 없었어요.,맞아요. 그게 제일 참기 어려운 욕구에요. 인정해요. 
342,저 이참에 다 팔아야겠어요. 그동안 덕질한 것들이요.,전 대부분이 천 원이라길래 그냥 버릴까 싶어요.     
343,방금 갔다 왔는데 문 열자마자 경찰 아저씨들 10명 정도가 다 저 쳐다봐서 진짜 너무 무서웠어요.,문 열고 들어가시자마자 시선 집중인가요! 다들 왜 오셨나 하고 궁금하셔서 쳐다보신 걸 거예요. 
344,아직 모르겠어요! 확실치 않아서요.,"혹시 만약에라도 일행분 없이 가게 되시면, 한자리 저한테 양도해주실 수 있으셔요? 염치없는 거 알지만 제가 지금 좀 많이 간절해서요."
345,가고 싶네요. 부산 좋죠.,놀러 와요. 좋은 맛 집 좀 찾아둘게요.
346,네네! 저 얼려서 먹었어요. 사실 청포도라 덜컥 샀는데 맛이 걱정되더라고요. 그래서 일단 얼렸어요 근데 입맛에 맞더라고요!,일단 얼렸다니요. 귀엽네요.
347,명랑 소세지 큰 거 들어있는 거 진짜 맛있어요.,먹고 싶어요. 저 빵 사 먹었는데 맛 없어서 죽고 싶어요.
348,맞아요! 파도 풀 처음 가봤을 때  둥둥 떠다니면서 도는 게 재밌나 싶었는데 파도 풀에서만 계속 있었던 거 같아요. 튜브 타고 내려오는 것도 너무 재밌어요.,맞아요! 그 2인용 튜브라서 둘이 타는 거 그거 이름이 생각이 안 나는데 너무 재밌었어요! 파도 풀 들어가면 계속 거기 있게 되는 것 같아요.
349,숙제 하고 자려고요. 내일 학교 가니까 일찍 주무세요. ,네.
350,기계식 키보드 사고 싶어서요. ,이런 건 어때요?
351,"맛이 구려지다니 아까운 멜론, 수박도 그런 거 같아요. 락앤락에 주사위 모양으로 잘라 보관해놓으면 물이 다 빠져서 확실히 맛이 확 떨어지는 느낌이에요. 저 혼자서 하루에 수박 반통 작살낼 수 있어요! ",나중에 수루기님 댁에 수박 한 통 들고 가서 누가 빨리 먹나 시합해보고 싶네요. 
352,구매해야 하는 부분이에요.,뭐가 제일 나아요? 처음 건 좀 비싸요.
353,구매해야 하는 부분이에요.,알겠어요. 연락 할게요.
354,천국에 있는 사람은 지옥에 있는 사람 기분을 몰라요. ,무겁다니까요? 졸려요. 
355,그래서 고민 중이에요. 과학 기술 대학교 가서 교환학생을 할지 어쩔지요. 내 친구는 이과인데 eju로 간다는 거 같아서 일단 학원상담받아보게요. 아는 게 없어요.,이과에서 이제 이유 기본 2년이에요. 과학을 우리나라에서 배우는 것보다 휠씬 심도 있게 알아야 돼요. 제가 재수 안 한다고 이과에서 문과로 바꾼 이유기도 해요. 
356,괜찮아요. 먹다 죽은 귀신이 때깔도 곱댔어요. 난 이렇게는 못 살아요. 배고파서 죽는 거랑 배 아파서 죽는 거랑 똑같아요.,저처럼 간헐적 단식을 생활화해요. 저번에 17시간 동안 게임하고 그대로 자서 총 30시간 굶은 적 있어요. 
357,응? 그럼 저 교수 시켜주세요. ,안돼요. 너 고졸이잖아요. 
358,"아하, 늦게 오셨군요. 저는 그쯤 먹고 10시 반쯤에 나왔어요.",늦게 가도 테이블 다 찼던 거 같아요. 한가할 때는 엄청 한가하지만요. 
359,다이어트 결국 못 참고 내일 아침 운동하고 점심에 떡볶이 먹을 거예요.,저희 학교 앞에 토스트 가게 있는데 아주 다양하게 많이 팔거든요. 그래서 컵밥이랑 치즈떡바에 빵에 슈감자에 차라리 새벽에 햄버거를 먹을 걸 그랬어요. 
360,블라디보스톡으로 가요. ,오늘 가나요? 
361,언제 한번 같이 가요. ,얼마든지요. 환영이에요.
362,별로 안 아팠어요. 처음에만 아프고요.,제 친구는 착색이 많이 된 거 같다며 괴로워하더라고요. 사람에 따라 다른가 봐요. 
363,한 군데는 알 텐데 강남 무쏘! 이런 데도 있어요. 가격은 둘이 비슷하네요!  ,난 무쏘 그곳도 안 가봤어요. 근데 엄청 맛나 보이네요. 아도나스 누이데리고 먹으러 가고 싶은데 언제 갈래요?
364,더위를 많이 타는 편이라서 이열치열은 너무 힘들어요. 이열치한으로 보내기로 했어요. 최근에 수박을 좀 많이 먹었는데 요즘 나오는 것들은 아직 껍질이 두껍더라고요! 가격도 한 통에 만 칠천 원 꼴이라 좀 더 있다가 드시는 게 나을 것 같아요. ,아직 때가 아니군요? 엄청 비싸네요. 수박 촥촥 썰어서 사이다 넣은 화채가 먹고 싶네요.
365,제 말소리 때문에 힘들 거 같아요. 방 바로 앞에 한 분 주무셔요. ,도움을 주고 싶은데 해줄 수 있는 게 없어서 미안해요. 
366,네?,파이님은 해보셨나요? 
367,진짜 다들 금방금방 친해지고 그래서 괜히 저는 어디에도 못 섞이는 느낌이에요.,혼자 다니면서 즐겨도 장점이 많다고 생각해요. 항상 많다고 해서 항상 좋은 것도 아닌 걸요.
368,울지 말아요.,너무 귀여운데 낯을 많이 가리는군요.
369,"안 그래도 카페 거리 찾고 있었는데 지유가오카였다니, 스프라이트 샤워 지브리박물관 멀어서 포기하려고 했는데 좁다니 고민되네요.",지브리 좋아하시면 꼭 가보시는 거 추천해요. 지유가오카는 조용한 시골마을 같아요. 벌써 6년 전이라 그때보단 더 좋아졌을지도 모르겠네요! 
370,어포를 드실 땐 단백질만 흡수될 거라고 자아최면을 거시고 맥주는 물만 흡수될 거라고 자아최면을 거세요. ,이미 뱃살은 포기 했어요.
371,"우리 가게 음식 잘 나가는 게 라면, 만두, 볶음밥? 이 정도인데 그냥 전자레인지 넣기만 하면 돼서 막 튀기고 굽고 그런 게 없어요.","합쳐서 4,500원인데 밖이랑 가격차가 없어서 갈 때마다 시켜 먹어서 알바 괴롭히기 재밌어요. "
372,불가능해요. ,아니. 전화 가능한 헤드셋이어야 하는지 물어본 거예요. 
373,나? ,네.
374,안돼요.,돼요! 
375,로션스킨 합쳐진 거랑 선크림 스프레이로만 가져갈까 싶어요. 시계는 전자 우레탄으로 하나 사야겠어요. ,그 정도면 괜찮을 거 같아요!
376,응. 최고의 답변이에요! 마음에 들었어요.,내가 1달 만에 관둔 적이 있어서 그래요.
377,얼른 가서 노세요! ,퇴근하고 잡서치 중이에요.
378,진짜 그럴까요?,"2만 원 이하면, 그 남자애의 취미에서 생각해보면 되지 않을까요. "
379,개인적으로 지은 죄도 없는데 경찰서 가면 범죄자 빙의하는 건지 매우 무서워요. 가기 싫어요. 생애 최초로 112 전화하는 경험도 가졌고 이제는 경찰서 견학도 하겠네요.,"대체 어떤 놈이에요. 어떤 놈이 우리 투이님 경찰서 견학하시게 만들었어요, 그놈의 아저씨 머리 깨러 가요."
380,중독자 아니에요?,저는 이미 수박주스에 중독됐어요.
381,완전 좋아요!,좋아요. 다음에 한번 날짜 잡아봐요. 
382,아니에요. 원래는 두 장 이내에요. 15년 없이 살았으니 한 쪽에 일 년씩 쓸까 하는 거였죠. ,그런 거였어요? 좋은 생각이에요. 
383,드디어 끝났어요! 하지만 방금 집 가는 버스가 지나갔어요. ,버스가 잘못했네요! 나리님 집 가야되는데 혼자서 가고! 나쁜 버스네요.
384,육쌈냉면 같은 게 있으면 참 좋을 텐데 말이에요. ,"없다니, 거기 정말 가격대비 너무 좋던데요. "
385,맞아요! 늘려주세요!,전 근처에 있어서 좋아요. 본가가면 없겠죠. 
386,비행기 표 빨리 예약하네요. 올해 말이면 아직 기간 남았을 텐데요.,10월 쯤 가격이 25만 원대라서 일단 이거 예약해두고 9월쯤 올해 말 까지 리스트 나오면 그때 취소하고 다시 예약하면 되겠지 하고 있는 거라서요.
387,왠지 돈키호테같은데 있을 느낌인데요. 한 병이면 충분해요? ,네. 충분해요.
388,"이벤트로 그림도 그려주는 거예요? 네, 진짜 귀엽네요.",세상에 이벤트에 세 번이나 당첨됐지 뭐예요.
389,여기서 한 정거장 가고 강동에서 두 정거장 가면 돼요! ,거의 다 왔군요! 
390,메뉴는 정해져있어요. ,뭔가요? 
391,맞아요. 그 맛있는 게 왜이리 안 보이는지 모르겠어요.,맞아요. 편의점처럼 가게 많이 만들어서 팔아야 돼요.
392,일본 가서는 먹고 다시 와서 안 먹을 거예요. ,"에이, 말도 안 되는 소리를 하시네요."
393,저희 엄마도 양이 많으셔서 저에게 알려주신 방법인데 그래 놓고 둘 다 새서 웃퍼요.,도움이 못 돼서 아쉽네요. 
394,맛만 괜찮으면 혜자 축일걸요. ,덜 단 거 있음 한 번 먹어봐야겠어요.
395,그런 거 보면 일본이 더 살기 좋은 거 같아요.,일본에 안 살아봐서 모르지만 일본은 안 습한가요? 바다로 싸여있어서 습기가 많지 않을까 싶었어요.
396,루사 받았으면 좋겠어요. 이브는 네메가 아닌 엠프라로요.,아직까지 많은 점포들이 루사 엠프 정도만 들어온 거 같아요. 주문사항에 보라색 삐죽 머리 남자애 그려진 박스로 달라 하시면 될지도요?
397,해야죠. 안 아프려면요. 운동이 사치 같네요.,맞아요. 운동할 시간을 내려면 다른 시간에 더 가까이 빠르게 일해야 하고 쉴 시간도 줄여가며 그렇게 운동을 다녀오면 녹초가 되어버리는 딜레마에 빠지죠. 그래도 근육은 있어야 살기에 해야 해요.
398,네. 오늘 성공했어요! 기분 최고 좋아요! ,전 두 번 가봐서 1승 1패에요!
399,"미개한 인문캠퍼스 여기 사람들 채플 일정도 안 올리고, 답이 없어요.",어제 채플 수업 가니까 말해주던데 그 보강 수업까지 합쳐서 3번 빠져도 되는 건지 아니면 따론지 모르겠어요. 
400,우산 챙기셨어요? ,회사에 있는 거 그냥 잡아 쓰고 가려고요. 
401,"아, 신청을 그렇게 넣었단 얘기였어요. 저는 운전병으로 가게 되네요. ",아하.
402,혼자 매장 들어가서 피자 한 판 해치우고 나와야 할까요?,니나님은 할 수 있어요! 아니면 반만 먹고 포장해서 나올 수 있나요?
403,저도 데려가요. 맛잇는 게 먹고 싶어요. ,이 손을 잡으세요.
404,필요한 책만 넣었어요. 전공책 3권이요.,얼른 피시방으로 도망가요! 
405,인천 사세요? ,네네. 지금 집 가고 있어요. 이따가 보려고요. 너무 반가워요. 치케넴 사랑해요.
406,어머니께서 오셨어요. 하지만 잔소리가 심하시네요.,아프다고 하고 돌아누워서 아픈 척해요. 
407,아니요. 경기도에요! ,놀래라 전 서울이에요.
408,알았어요.,착하네요!
409,에스쁘아는 쿠션 종류가 너무 많아요.,제 친구 에스쁘아 듀이쿠션? 쓰는데 괜찮더라고요! 어두운 색이였는데 예쁘게 잘 뽑은 거 같아요.
410,그냥 씨스타 좋아요.,맞아요.
411,응. 갈비구이 최고예요.,같이 먹어요. 혼자 먹으면 돼지에요.
412,어때요? 확실히 성능 괜찮은가요? ,솔직히 모르겠어요. 성능에 비해 가격이 비싸요. 
413,뉴스를 안 봐요. 저 지금 4일 넘게 포토샵만 붙들고 있어요.,뭐 했어요. 바쁜 나도 뉴스 봤는데!
414,"탯치도 먹으면 되죠, 탯치는 맨날 맛난 거 먹어서 돼지 되겠어요.",요즘 살이 오르는게 돼. 아. 아니에요. 
415,"15, 18정도요? 애초에 친구들이 죄다 롤만 해요. ","그 정도면 높은 가격은 아닌 거 같은데, 다들 그래픽카드는 급하진 않으신가 보네요. "
416,그걸 왜 물어볼까요. ,자기 학생 이쪽에 넣기 위해서요. 
417,주점도 가격 창렬이라서요. 어차피 연예인은 관심도 없고요.,"과주점은 애초에 창렬이 기본이고 아는 사람들 보러 가는 곳이니, 전 한번도 안 가봤어요. "
418,태도 바뀌는 것 봐. 독일 하면 역시 맥주인가요.,소시지에 맥주죠.
419,먹어요.,집에 두부조림이 있어요. 
420,"저도 올여름에 동, 서부를 다 가게 됐는데  나중에 좋았던 곳 추천해 주실 수 있나요? ",물론 가능하죠! 
421,슬퍼요.,옷을 버리고 머리를 지켜요!! 
422,지금은 또 잘 되긴 하는데 여름방학 때 노트북 살 때까진 기다려 보고 그때 게임 안되면 바꿔달라고 시위라도 하려고요. ,그래요. 꼭 좋은 걸로 바꿀 수 있길 바라요.
423,펑펑 쓰려고 버는 거니까 괜찮아요! ,맞아요! 
424,혹시 숙소나 동선 같은 거 기억나요? 알려줄 수 있을까요?,"국제시장에서 자유시간 주고, 또 밤에는 해운대 가서 애들이랑 발만 물에 담그면서 놀고, 아! 첫째 날에 치킨 시켜 먹었어요. 셋째 날에는 아쿠아리움 가고, 둘째 날이랑 첫째 날에 박물관도 갔어요."
425,맞아요. 무서워서 벽에 붙은 그대로 그냥 컵으로 차단하고 뚜껑 닫았어요. 벌레는 그냥 다 싫어요. ,저도요. 근데 이제 벌레의 계절이에요. 벌써 두려워요. 
426,"홍대 꼭 갈 거예요. 홍대 못 가면 곤장 백대 쳐주세요. 아, 어쩌지 이렇게 놀면 못 갈텐데 제발 가게 해주세요.",제가 우리 샤크님을 어떻게 쳐요. 샤크님 일 다 잘 풀리실 거예요. 너무 스트레스 받지 않으셨으면 좋겠어요. 샤크님 홍대 갈 수 있어요!
427,저도 가보고 싶은 곳 중 하나인데 살짝 검색해 보니 더더욱 가고 싶어요. ,마지막 날에 갔던 포르투갈 리스본도 너무 너무 좋았어요!
428,술 꾼이라뇨. ,술 꾼이네 술 꾼이에요. 
429,가격보다 맛이 우선이에요! ,인정해요. 
430,"병원에선 운동을 하세요, 헬스장에선 치료를 받으세요라고 해요.",헬스장 가서 전 재활운동으로 부탁드려요라고 해보든지요.
431,그런 부분도 없잖아 있겠지만 실제로 최근에 병원 간 것도 많아서요.,그러니까 심적 압박감이 실제 병으로 이어져요. 
432,네. 결국 포카리 좀 먹다가 약 먹고 기절잠 하고 반복해요. 두통은 이제 거의 없어진 것 같은데 배 아프고 화장실 들락날락하는 건 변한 게 없어서 괴로워요. ,진짜 어떡해요. 부산이면 내가 어떻게 해 줄 텐데 정말 진짜 3일 내로 순간이동 배워 갈게요.
433,스시도쿠인가요?,그렇죠!
434,맛있게 먹으면 제로 칼로리예요. ,그걸 믿어선 안돼요! 
435,갑자기 부모님이 사오셔서 저는 이제 아침을 꾸준히 챙길 수 있어요.,아침은 매일 꾸준히 먹어야지요! 
436,네이버에도 올라오는군요! 애니플러스에서 살까 생각 중인데 네이버에 올라오면 가격 비교해봐야겠어요. ,그게 좋겠어요!
437,"인간실격 9,099,068,461,313번 읽었지요. 사실 문호 소개하고 싶은데 설명이 어려우면 감점이라고 해서요. 근대 문학을 설명하려면 원치 않게 어려워지는 경우가 많을 것 같아요.",대단하시네요. 야웨님 덕력에 존경해요. 쉬우면서 특이한 소재라 쉽지 않네요. 당장 생각나는 건 일본 온천이랑 디저트 정도 있네요. 좋은 주제로 정하셔서 잘 발표하세요. 
438,네. 그냥 사람 따라가니까 드디어 아는 길이 보여요.,다행이네요. 조심해서 가요. 
439,괜찮아요! 언니 끝나고 강남 오면 몇 시쯤 될까요? ,7시 반? 금요일은 차가 막혀서요. 집에 차 두고 바로 버스 타고 강남역 갈 거예요! 
440,왜 항상 까먹는 걸까요. 전 가뜩이나 지금 잃어버린 게 속옷이 들어있어서 부끄럽고요.,"아, 아마 모른척 해 주실 거예요! "
441,저도 항상 그런데 뭘요.,오늘 진짜 안 풀리는 날인 걸요. 아침부터 지국장한테 까이고 퇴근도 겨우 하고 쇼케이스는 빠걸 때 퇴장했어요.
442,그래서 전시회 너무 가고 싶은데 교통비 때문에 포기 했어요.,저는 백일몽 콘서트 갔다 왔더니 잔고가 없네요. 전시회는 다음 기회에 가야겠어요.
443,내가 아이스크림 사줄게요.,"짜니언니, 밤산책, 이야기, 아이스크림은요? "
444,몰래 버스 아무거나 탔어요. 걱정해주셔서 감사해요. 이상한 사람이 너무 많아서 무섭네요.    ,맞아요. 위험한 세상이에요. 
445,저보다 일찍 도착하시겠네요.,정말요? 근데 전 갈 수 있을지도 모르겠어요. 얼른 사람을 구해야 해요. 
446,가고 싶어요. 진짜.,나도. 정말 가고 싶어요. 사진이라도. 
447,떡볶이가 오천 원이에요 최고. ,가게 이름이 뭔가요! 평택에도 있으면 찾아가 볼게요! 
448,10점 아니니까 괜찮아요.,진짜 가야 되는데 한 시간 째 가야지. 가야지. 이러고 있는 들쉐예요. 
449,예전엔 홈페이지 가서 청원하면 올려주고 했는데 금영 망하고 나선 더 안 해줘요. ,그러게요. 작년 봄이였나? 더쿠에서 작년 봄 싱글들 다 신청해서 막 신청수 200 넘기고 했던 거 같은데 수록이 하나도 안 됐어요. 태진에 츠키조쿠하나 올라오고 그랬어요.
450,고마워요. 대학생 때 자취할 때는 오후에 들어왔기에 저녁 준비도 할 수 있었는데 지금은 집에 오면 저녁 먹을 시간대가 지나버려서 음식하는 것에 대한 욕구가 떨어진 게 좀 아쉬워요.,장단점이 있네요. 하긴 나도 시간이 없을 때 오히려 그 시간에 충실하지 시간이 남아돌아버리면 뭔가 귀찮아지더라고요. 
451,제가 우리 학교 소문난 모범생 인데요.,양심부터 찾고 오세요. 
452,오오!!,빵에  발라서 막 냠냠 먹어요! 
453,제가 가끔 그러는데 더 허탈해요. 내 환상이 깨질까 봐 꾸미고 가야 되니 첫 만남부터 약 1년 동안은 한결같아야 돼요. 친구라기엔 멀죠.,아니 아니 그런 것도 아닌 그냥 아무 것도 모르는 사람들이랑 만나서 먹고 이별하는 모임이 있더라고요. 
454,가요. 저 샤브샤브가 제일 좋아하는 음식인데 훠궈는 어제 처음 먹어 봤어요. ,명동 하이디라오 최고예요. 근데 가격이 별로예요. 2년에 한 번 갈려고요. 
455,오. 바나나 먹으면 숙취가 덜 하대요. 다음부터 그러세요. 감사해요. 이네님 화이팅하시고 빨리 주무세요. ,앤캐 좀 앓다가 잘래요. 속 쓰린 거는 약 먹었더니 나았어요. 님 근데 큰일났어요 제가 얼음 찜질 하던 거 책상에 두고 갔다가 님이 주신 센만쥬가 물에 젖어버렸어요. 
456,그러시군요. 저도 나이 차이 많이 나고 싶어요. ,나이 차가 많이 나면 그냥 아저씨예요. 
457,멍멍이는 일 끝났나요? ,난 일이 낮에 끝났어요. 그래서 새벽에 일어나는 거지만 지금은 한가하게 노닥거리고 있지요. 
458,지아님이랑 가고 싶었는데요.,"그 보다 가족이랑 안 가도 못 갈 걸요? 나 알바 투 잡인데 어떻게 가요, 못 가요."
459,피자가 더 요.,마지막 만찬이었어요.. 
460,"사실 그 시간에 여는 데 아무 곳도 없어요. 하, 오지엔 시간 좀 당겨주세요.",시작 전에 먹고 오셔요 물론 제 건 테이크 아웃 알죠?
461,왜요?,엄마랑 갔었는데 힘들었요. 엄마랑 가서 좋았지만요. 
462,매우 공감이에요. 그러고 보니 서울 코믹 월드 때도 흠뻑 젖었던 기억이 나네요. 톺님은 오늘 무사히 집에 오셨나요?,토요일에 태풍이 불어오기도 했죠. 그늘 한 군데도 없는 학여울에서요. 전 오늘 안 나가고 빈둥댔어요. 나갔어야 했는데 목요일에 출근이라 집에서 좀 더 붙어있으려고요.
463,맞아요. 난 조그마한 것 컬렉터니까 거울도 조그마한 걸로 할게요.,조그마한 물건 컬렉터라 거울도 조그마한 거라니 재밌네요.
464,자살 하고 싶어요. 이번 주 나가려고 하니까 다음주 월요일부터 수행이에요. ,진짜 탈진이에요. 
465,정말 자주 애용 해야겠어요. 이마트 치킨 후라이드 밖에 없죠?,아니에요. 양념 치킨이랑  간장 맛이랑 닭강정도 팔아요! 근데 간장 맛이랑 닭강정은 매장마다 안 파는 데도 있을 거예요. 만약 있어도 이마트에서도 제일 인기 많은 메뉴인지라 저녁 때는 품절일 때도 많아서 없는 경우도 있지만요.
466,진짜 맛있어요. 그러면 저랑 가요. 명란파스타 진짜 맛있지 않나요?,그래요. 기회가 된다면 같이 가요. 저 너무 좋아해서 요리 고자인데 집에서 가끔 해 먹어요. 그리고 역시 사 먹는 게 맛있다는 걸 느껴요. 
467,아니요! 제가 경계할 거예요. 사람 손 잘 타는 고양이래요. ,뭐예요. 정말 나잖아요. 경계 하지 말아요. 그거 해롱이에요. 
468,"아니, 그런 건 아니지만요. 자연 치유되는 범위의 질병들은 병원 안 가게 되네요. ",병원 가면 고생 덜 해요. 
469,못 오세요?,네. 시간도 돈도 없어요.
470,"막 잘하는 건 아니고 국어랑 기술가정 사회는 90점대 넘었어요! 근데 3과목 다 쉽게 나왔어요, ",오오!
471,맛있으려면 가격이 올라가고 부가물들이 첨가되겠죠.,싸고 맛있는 술이라도요!
472,진짜요? 바닥에라도 내려놓고 할까요? ,일단 자리부터 만드시는 게 우선이죠! 바닥에서 하면 허리 아파요.
473,해주시면 감사히 맛있게 먹을게요. ,재료는 각자 사 오는 거라 물론 할 일이 없어요.
474,"뭐야, 얼마 안 하네요. 가고 싶네요. ",얼마 안 하는 거였다니. 서울 올라올 때 우리 동네도 들리는 게 어때요? 
475,사실 이쁘니까 그냥 갖고 싶긴 했어요. 오빠 키보드를 뽑아 올게요. ,이럴 때 가족 키보드 쓰는 거죠. 하나 뽑아오세요.
476,네. 미루고 있다가 내일 1교시에 제출해야 하는 거 마무리하고 있어요. 4시엔 자겠죠. 아마? ,4시까지 같이 있어 줄게요. 힘내서 과제해요. 
477,성공률은 반반이지만 하는 데에 의의를 두고 해요! 머리를 써야 하니까 밥을 먹고 방 탈출 갔다가 머리 쓰느라 떨어진 당을 채우로 또 카페로 먹으러 가는 거예요. 그리고 코인노래방과 오락실을 가면 체력이 동나겠죠?,체력이 동나면 또다시 당을 채우로 가요! 
478,대박! 타르트 완전 좋아요! 언제 한 번 이태원 가 보고 싶긴한데 시간이나 갈 사람 찾기가 어렵네요.,다음에 치킨에 맥주 먹을 사람들 모이면 한번 가보세요. 세 골목집 서로인 스테이크랑 나쵸가 맛있어요. 
479,자기가 뭐 계산하고 입력하고 해야 하는데 저는 수학 포기자라서 골치 썩히다 세무서 가니 기다리긴 하지만 다 금방 해주시던데요.,능력자들은 다르군요. 저도 찾아봐야겠어요.
480,저 만약에 살아도 한 달만 살게 되어서요. 본 학기에 자취는 죽어도 안된다 시네요. 저는 내년에 자취하면 가족 4명이 다 떨어져사는 사람이에요. 새미님 고마워요.,한 달이면 아마 괜찮으실 거라 생각해요! 가격 조금 더 주고 꼭 큰 데로 가시길! 저 처음에 엄청 좁은 데 했다가 우울증 걸릴뻔했어요. 넬님 파이팅!
481,트위터 읽기는 한 거예요? 너무 힘들어서 다음부터 사 먹으려고요.,네네. 다 읽었어요.
482,"아니, 아저씨 서울 오시기나 하세요. 다른 데도 데려가 줄 테니까요.   ",저번 주 일요일에 서울 올라갔었는데. 이번 주도 올라갈게요! 
483,네?,"아, 버스 타고 가요? "
484,"아, 진짜 가다가 다리 부러졌으면 좋겠어요. 학교 안 가고 싶어요.",아니에요. 그럼 다리 부러진 채로 학교 가게 될 거예요.
485,지금 가면 늦는 건가요? 파이팅이에요. ,버스가 없어서 한 7시쯤 일어나면 지각이에요. 평소 기상시간 6시 20분인데 한 시간 정도 일찍 가는 거예요! 
486,"오, 가서 봐야겠어요. 미안한데 전 화장품에 관심이 없어요.","아, 진짜요? 그 직접 발색해보고, 제일 좋아하는 색 찾아 봐요."
487,"이제 정말 끝이에요! 순정이랑 문자할래요. 순정이는 마무리 지었나요? 오늘은 너무 피곤했어서 그런지 단 게 먹고 싶네요. 케이크나 젤리요. 어, 약속 지켰네요!",나도 마무리 짓고 왔어요. 이제 소나기랑 문자 할 수 있어요. 나도 먹고 싶어요. 늦었으니까 가게 닫았겠죠? 아쉬운데 편의점에라도 갈까 봐요. 소나기랑 약속한 거니까요. 
